school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist is preparing to collect a capillary blood specimen from a patient using the aseptic technique. Which of the following cleansing agents should the phlebo,Povidone-iodine,Hand sanitizer,70% isopropyl alcohol,10% chlorine bleach solution,,,,C,"For routine capillary blood collection using aseptic technique, 70% isopropyl alcohol is the most commonly used and recommended skin antiseptic. It is effective at reducing bacteria on the skin surface before puncture. Povidone-iodine is typically for blood cultures, hand sanitizer is for general hand hygiene, and bleach (10% chlorine bleach solution) is a disinfectant for surfaces, not for skin preparation.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following information is required for proper outpatient identification?,Patient's age and gender,Physician's name and tests ordered,Patient's Social Security number and date of order,Patient's name and date of birth,,,,D,"For proper outpatient identification, the patient's full name and date of birth are standard and essential unique identifiers. These two identifiers, when confirmed verbally by the patient and matched against the requisition, help prevent misidentification errors. Age, gender, physician's name, or Social Security number alone are not sufficient or universally required for identification during a blood draw.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A report of laboratory results is required to have which of the following information?,Date of specimen collection,Phlebotomist's initials,Patient diagnosis,Values of previous tests,,,,A,"The date of specimen collection is a critical piece of information required on any laboratory report. It establishes the time frame for the results and is essential for interpreting trends, monitoring treatment effectiveness, and ensuring specimen integrity. Other information like phlebotomist initials, patient diagnosis (though often on requisitions), or previous test values are not universally required *on the result report itself*.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following pieces of personal protective equipment should a phlebotomist wear to adhere to universal precautions in anticipation of body fluid splashes?,Hair cap,Gown,Shoe covers,Sterile gloves,,,,B,"A gown should be worn when there is a risk of body fluid splashes to protect the phlebotomist's clothing and skin from contamination. Hair caps and shoe covers are generally for more extensive protective measures (e.g., sterile environments), and sterile gloves are used for specific sterile procedures, but a gown is key for splash protection under universal precautions.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"If a phlebotomist receives an accidental needlestick, which of the following actions should be taken first?",Report the needlestick to the supervisor.,Wash the area with soap and water.,Complete the blood draw.,Seek immediate treatment.,,,,B,"The very first action after an accidental needlestick injury is to thoroughly wash the affected area with soap and water for several minutes. This helps to decontaminate the site and reduce the risk of infection. Reporting the incident, completing the blood draw, or seeking immediate treatment are subsequent steps in the post-exposure protocol.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist should explain the procedure prior to venipuncture to,maintain compliance with CLIA standards.,evaluate the patient's understanding.,maintain compliance with OSHA standards.,obtain the patient's consent.,,,,D,"Explaining the procedure prior to venipuncture is a fundamental aspect of obtaining informed consent. While it also helps evaluate understanding and maintains compliance with certain standards, the primary purpose is to ensure the patient has given their consent (either expressed or implied by cooperation after explanation) based on sufficient information.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,How can a phlebotomist distinguish whether a collection tube contains serum or plasma?,SST in the collection tube indicates plasma.,Sodium fluoride in the collection tube indicates serum.,Sodium citrate in the collection tube indicates serum.,EDTA in the collection tube indicates plasma.,,,,D,"Serum is obtained from clotted blood (no anticoagulant), while plasma is obtained from unclotted blood (with an anticoagulant). Therefore, the presence of an anticoagulant like EDTA in the collection tube indicates that the sample, after centrifugation, will yield plasma. SSTs yield serum. Sodium fluoride and sodium citrate are anticoagulants/preservatives, so their presence indicates the potential for plasma, but EDTA is explicitly associated with plasma collection for many common tests.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When using a butterfly needle for venipuncture on dorsal hand veins, which of the following actions should the phlebotomist take?",Position the needle at a 45Â° angle to the skin.,Hold the needle by the wings of the butterfly.,Instruct the patient to hold the collection tubes.,Apply the tourniquet at the antecubital area.,,,,B,"When using a butterfly (winged infusion) needle, the phlebotomist should hold the needle by its wings. This allows for better control, stability, and precise manipulation of the needle, especially in delicate veins like those on the dorsal hand. A 45-degree angle is too steep for a hand vein, the patient should not hold tubes, and the tourniquet is typically applied proximal to the collection site, not necessarily the antecubital area for hand draws.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following items should a phlebotomist recognize as part of the aseptic technique protocol?,Standard precautions,Safety devices,Quality control logs,Disaster emergency plan,,,,A,"Aseptic technique refers to practices that prevent contamination. Standard precautions, which involve treating all body fluids as potentially infectious, are a fundamental component of aseptic technique as they guide the use of PPE and safe handling practices to prevent infection transmission. Safety devices, quality control, and disaster plans are important but are broader safety or quality management protocols, not direct components of aseptic technique itself.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following tube additives promotes clot formation?,Heparin,Oxalate,Citrate,Silica,,,,D,"Silica (or glass particles) is an additive found in serum separator tubes (SSTs) and some red-top tubes. It acts as a clot activator, promoting rapid clot formation. Heparin, oxalate, and citrate are anticoagulants that prevent blood from clotting.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following is the correct order of collection?,"Citrate, heparin, EDTA, fluoride","Citrate, EDTA, heparin, fluoride","Fluoride, EDTA, heparin, citrate","Fluoride, heparin, EDTA, citrate",,,,A,"The standard order of draw (with variations based on specific lab protocols) generally follows: blood cultures, then citrate (light blue), serum (red/gold/tiger top), heparin (green), EDTA (lavender/pink), and then fluoride/oxalate (gray). Among the given choices, 'Citrate, heparin, EDTA, fluoride' best reflects a generally accepted sequence within the standard order of draw.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following is the correct angle of insertion when performing venipuncture using the evacuated tube method?,50Â°,30Â°,90Â°,75Â°,,,,B,"The correct angle of insertion for venipuncture using the evacuated tube method is typically between 15 to 30 degrees. This angle allows for proper penetration of the skin and vein without going completely through the vein. 50, 75, or 90 degrees are too steep and would likely cause the needle to go through the vein.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following actions is appropriate when transporting a specimen for ABG analysis?,Collecting the specimen in an SST,Placing the specimen in ice,Collecting the specimen in sodium citrate,Inserting the specimen in a light-resistant package,,,,B,"Arterial Blood Gas (ABG) specimens must be placed on ice immediately after collection and transported rapidly to the laboratory. This chilling process slows down the metabolism of blood cells, which would otherwise alter gas levels (oxygen, carbon dioxide) and pH. SSTs are for serum, sodium citrate is for coagulation, and light-resistant packages are for photosensitive analytes.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A laboratory is scheduled for a routine annual inspection with the primary focus on equipment maintenance logs. Which of the following areas will be the focus of the in,Mechanical safety,Chemical safety,Radiation safety,Electrical safety,,,,D,"Equipment maintenance logs are primarily concerned with ensuring the proper functioning and safety of laboratory equipment. Malfunctioning electrical equipment poses significant electrical safety hazards (e.g., shocks, fires). Therefore, electrical safety would be a primary focus when reviewing such logs. Mechanical safety relates to moving parts, chemical safety to hazardous chemicals, and radiation safety to radioactive materials.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Blood collection tubes fill correctly during venipuncture due to which of the following factors?,The high pressure in the arterial system,The high pressure in the venous system,The positive pressure created by the tourniquet,The negative pressure within the tube,,,,D,"Evacuated blood collection tubes are designed with a pre-measured vacuum (negative pressure) inside. This vacuum is what draws the blood into the tube once the needle is properly inserted into the vein and the tube is engaged. The pressure in the venous system is low, and tourniquets create venous distention, but the primary mechanism of fill is the tube's vacuum.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"A phlebotomy technician is preparing to perform a blood draw on a patient in an inpatient facility. After greeting the patient, which of the following actions should the ter take next?",Tell the patient that they will be drawing blood.,Ask if the patient has a latex allergy.,State their name to the patient.,Ask the patient which arm they prefer for the blood draw.,,,,B,"After greeting the patient, the next crucial step is to ask about any latex allergies. This is a critical safety measure as latex allergies are common and can cause severe reactions. Knowing this beforehand allows the phlebotomist to use latex-free equipment and prevent an allergic response. The other options are either less critical or come later in the procedure.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following instructions should a phlebotomist provide to a patient who is collecting a urine specimen for culture?,"""Capture the initial stream of urine.""","""Clean the genital area prior to collection.""","""Fill the container to capacity.""","""Label the lid prior to collection.""",,,,B,"For a urine culture, it is critical to obtain a clean-catch midstream sample to prevent contamination from the genital area. Therefore, instructing the patient to clean the genital area prior to collection is an essential step to ensure the specimen accurately reflects the presence of infection in the urinary tract.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following specimens has a phlebotomist appropriately prepared for transport?,A red-top tube that is being shipped after clotting for 15 min and being centrifuged,A tube containing serum that is being shipped after separation from a lavender-top tube,A tiger-top tube for bilirubin testing that is being shipped in a clear biohazard bag,A green-top tube for ammonia testing that is being shipped in an icy water mixture,,,,D,"A green-top tube for ammonia testing should be transported in an icy water mixture. Ammonia levels increase at room temperature due to cellular metabolism, so chilling the sample immediately and transporting it on ice is essential to preserve its integrity. Other options describe incorrect handling for the respective tube types or tests.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following actions should a phlebotomist take to prevent inpatient injury?,Flush the IV after collection.,Move electrical equipment away from the bed.,Pause the patient's IV pump.,Raise lowered bedrails following procedures.,,,,D,"Raising lowered bedrails after completing a procedure is a crucial safety measure to prevent inpatient falls and injuries, especially for patients who may be disoriented, sedated, or weak. Flushing an IV, moving electrical equipment, or pausing an IV pump are specific procedural steps, not general injury prevention measures like bedrail management.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Utilizing tubes that have expired may result in which of the following?,Loss of vacuum,Hemoconcentration,Hemolysis,Elevation of the red blood cell count,,,,A,"Expired evacuated tubes can lose their vacuum over time, which will prevent the proper draw of blood into the tube. This can lead to an insufficient sample volume or no blood collection at all. Hemoconcentration, hemolysis, or changes in red blood cell count are not direct results of expired tubes but rather improper technique or other issues.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following information should be included in the chain of custody following a blood alcohol testing procedure?,The timeline of the individual prior to specimen collection,The identity of each person who handles the specimen,The physical and mental status of the individual before and after specimen collection,The condition of the specimen every hour,,,,B,"A chain of custody for a blood alcohol test requires meticulous documentation of every individual who handles the specimen. This includes the identity (name, signature) of each person who takes possession of the sample and the time/date of transfer, ensuring accountability and preventing tampering for legal purposes.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"If a phlebotomist's hands are visibly soiled with blood or body fluids, which of the following decontamination agents should the phlebotomist use to clean them?",Alcohol-based hand rub,Sterile water rinse,Soap and water,Alcohol rinse,,,,C,"If hands are visibly soiled with blood or body fluids, traditional handwashing with soap and water is required to physically remove the contaminants. Alcohol-based hand rubs are effective for routine hand hygiene but are not sufficient for visibly soiled hands. Sterile water or alcohol rinses alone are also inadequate.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When performing a draw on a diabetic patient with small, fragile veins, the phlebotomist misses the patient's vein twice. The phlebotomist should do which of the follow",Ask another phlebotomist to obtain the specimen.,Perform the draw on a foot.,Repeat the draws until the phlebotomist is successful.,Perform the draw on a leg.,,,,A,"After two unsuccessful attempts at venipuncture, especially on a patient with challenging veins, it is best practice to ask another phlebotomist to attempt the draw. This prevents excessive trauma to the patient, maintains patient comfort, and increases the likelihood of a successful draw. Continuing to attempt draws on the same patient after multiple failures is not recommended.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist should identify which of the following actions as an acceptable HIPAA practice?,Leaving a patient's record on a countertop while assisting other patients,Discarding patient contact information in the trash,Sharing passwords with a new coworker who has a stat laboratory value to report,Discussing patient information with an assisting coworker,,,,D,"Discussing patient information with an assisting coworker who is directly involved in the patient's care is an acceptable HIPAA practice, as it falls under the ""need to know"" principle for patient care coordination. Leaving records on countertops, discarding information improperly, or sharing passwords are all HIPAA violations.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist is preparing to perform venipuncture for blood collection from a 5-year-old patient. Which of the following needles should the phlebotomist use?,16-gauge,18-gauge,23-gauge,27-gauge,,,,C,"For pediatric patients like a 5-year-old, a smaller gauge needle is preferred to minimize trauma and discomfort. A 23-gauge needle is typically appropriate for venipuncture in children, offering a balance between minimizing pain and allowing sufficient blood flow. Larger gauges (16-18) are for adults or blood donation, and 27-gauge is generally too small for venipuncture.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist reports a stat result to a provider by verbal report. The phlebotomist should follow this with documentation that contains which of the following?,Patient's insurance information,Room number of the patient,Name of the provider contacted,Provider's phone number,,,,C,"When verbally reporting a ""stat"" (urgent) result, it is crucial to document the name of the provider who received the report. This creates a clear record of communication and accountability. Other details like the patient's insurance, room number, or provider's phone number are less critical for this specific documentation requirement.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"When a phlebotomist performs a heel stick for the purposes of obtaining a PKU test, it is important to",wrap the site with a heel warmer for 30 min.,wipe away the first drop of blood.,keep a pressure dressing on the site for the day.,target the central arch area of the foot for the least amount of discomfort.,,,,B,"When performing a heel stick for a PKU (Phenylketonuria) test on a filter paper card, the first drop of blood should be wiped away. This initial drop may contain tissue fluid, alcohol residue, or other contaminants that can interfere with the accuracy of the test results. Subsequent drops are cleaner and more representative of the blood.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist has collected a lactic acid sample and needs to prepare the sample for processing and transportation. Which of the following methods is correct?,Chill the sample.,Protect the sample from light.,Attach a heat block to the sample.,Freeze the sample.,,,,A,"Lactic acid levels can increase rapidly in vitro due to glycolysis by red blood cells. To prevent this, lactic acid samples must be immediately chilled by placing them in an ice slurry or chilled block during transport to the laboratory. Protecting from light is for photosensitive analytes, and heating or freezing are generally incorrect for preserving lactic acid.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist observes a hematoma developing at the site of a venous blood draw. The phlebotomist should,observe the site to see whether the hematoma worsens.,ask the patient to apply pressure to the area.,release the tourniquet and stop the draw.,call for a nurse and assess the patient's condition.,,,,C,"If a hematoma begins to form during venipuncture, it indicates blood leaking out of the vein. The immediate and critical action is to release the tourniquet and remove the needle to stop the blood flow and prevent further swelling and discomfort. Observing, asking the patient to apply pressure, or calling for a nurse are not immediate first steps in preventing further hematoma formation.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following blood specimen tests are photosensitive and should be protected from light during handling and transportation?,Gastrin,Ammonia,Pyruvate,Bilirubin,,,,D,"Bilirubin is a photosensitive analyte, meaning it degrades when exposed to light, leading to falsely decreased results. Therefore, bilirubin specimens must be protected from light (e.g., by wrapping the tube in foil or placing it in an opaque bag) during handling and transportation. Gastrin, ammonia, and pyruvate have other specific handling requirements (e.g., chilling, immediate transport) but are not primarily photosensitive in the same way as bilirubin.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following needles should a phlebotomist use for a venipuncture using a winged infusion set and a 5 mL syringe?,23-gauge,18-gauge,25-gauge,27-gauge,,,,A,"A 23-gauge needle is commonly used with a winged infusion set (butterfly needle) for venipuncture, especially for patients with small or fragile veins, or when using a syringe. It provides a good balance between patient comfort and adequate blood flow. 18-gauge is too large, and 25-gauge or 27-gauge might be too small for efficient blood collection, especially with a syringe.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"According to the Joint Commission, which of the following should a phlebotomist use as a unique identifier when establishing correct inpatient identification?",Patient's room number,Patient's bed label,Patient's inpatient chart demographics,Patient's verbal confirmation,,,,D,"According to Joint Commission standards, verbal confirmation from the patient of their name and date of birth (or another unique identifier like medical record number) is the most reliable method for identifying inpatients. Room number, bed label, or chart demographics alone are not considered unique or active identifiers and can lead to errors.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,"During a venipuncture, the needle is in the vein and blood flow is established. When the second tube is attached, blood flow stops. Which of the following actions shou phlebotomist take?",Withdraw the needle completely.,Rotate the bevel of the needle.,Increase tourniquet pressure.,Activate a new evacuated tube.,,,,D,"If blood flow stops when attaching a new tube during venipuncture, the most likely issue is that the vacuum in the new tube is compromised or it is expired. The phlebotomist should activate a new evacuated tube. Withdrawing the needle, rotating the bevel, or increasing tourniquet pressure are not the first appropriate responses for a stopped flow after successful initial flow and tube change.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist is collecting a urine drug screen from a Department of Transportation employee. The phlebotomist should take the specimen temperature at which of the times following collection?,Before 4 min,At 5 min,At 15 min,After 30 min,,,,A,"For urine drug screens, especially for legal purposes (like DOT testing), the temperature of the specimen must be checked within a very short timeframe, typically within 4 minutes of collection. This is a critical step to ensure the integrity of the sample and detect potential tampering (e.g., substituting a non-human sample or diluting).",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following parameters should a phlebotomist consider when selecting a collection method?,"Patient condition, patient age, blood volume required","Patient height, patient gender, patient medications","Ordering physician, number of tests ordered, diagnosis","Time of day, timing of specimen, test status",,,,A,"Patient condition (e.g., presence of IVs, fragile veins, conscious state), patient age (infants/children vs. adults), and the required blood volume for the tests are all crucial factors influencing the selection of the appropriate blood collection method (e.g., venipuncture, capillary puncture, specific vein choice). The other options are less directly related to the *method* of collection itself.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A patient suspected of having a severe medication reaction goes into shock. Which of the following first aid measures should the phlebotomist take?,Keep the patient as upright as possible.,Provide a cooling blanket.,Administer oral fluids.,Maintain an open airway.,,,,D,"Maintaining an open airway is a critical first aid measure for any patient experiencing shock or altered consciousness, as it ensures adequate oxygenation. Keeping the patient upright is contraindicated in shock (they should be supine with legs elevated), a cooling blanket is not indicated for shock (warmth might be needed), and oral fluids are contraindicated in an unconscious or shocky patient due to aspiration risk.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of following is a phlebotomist required to document on a CBC specimen label?,Patient's insurance provider name,Phlebotomist's full name,Phlebotomist's certification number,Patient's identification number,,,,D,"A patient's identification number (e.g., medical record number, unique ID) is a mandatory piece of information on any specimen label, including a CBC tube. This ensures that the specimen is correctly linked to the patient's medical record and prevents misidentification. Insurance provider name, phlebotomist's name or certification number are not typically required on the specimen label itself.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist has just confirmed critical values on a laboratory test. Which of the following actions should the phlebotomist take when the physician's office is alread,Contact the physician by paging or calling right away.,Leave a message at the physician's office number.,Call the physician's office on the next business day.,Fax the results to the physician's office with a stat fax cover.,,,,A,"When critical lab values are confirmed, immediate notification to the physician or healthcare provider is paramount, even if their office is closed. Paging or calling right away ensures the provider receives this urgent information, allowing them to take prompt action for patient care. Leaving a message, calling the next business day, or faxing (unless confirmed receipt) are not acceptable for critical values.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following forms commonly accompanies a toxicology drug screen for legal purposes?,Chain of custody,Requisition,Encounter,CMS 1500,,,,A,"A chain of custody form is essential for toxicology drug screens, especially when samples are collected for legal purposes. This form documents the exact handling, transfer, and storage of the specimen from the moment of collection until testing, ensuring the integrity and admissibility of the results in legal proceedings. Requisition forms are for ordering tests, and encounter forms are for billing.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,A phlebotomist is called to the emergency department to draw blood from a patient who is in critical condition. Which of the following is the applicable consent for this?,Informed,Implied,Expressed,Written,,,,B,"In emergency situations where a patient is in critical condition and unable to provide informed or expressed consent, implied consent is applicable. This assumes that a reasonable person in the same situation would consent to the necessary medical treatment to save their life or prevent serious harm. Informed consent involves a detailed discussion, and expressed or written consent requires a direct agreement from a capable patient.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Drawing more than the recommended amount of an infant's blood volume may result in which of the following conditions?,Pernicious anemia,Iatrogenic anemia,Hyperthermia,Hypothermia,,,,B,"Drawing excessive amounts of blood from an infant can lead to iatrogenic anemia, which is anemia caused by medical procedures. Infants have a much smaller total blood volume compared to adults, making them highly susceptible to blood loss from frequent or large blood draws. Pernicious anemia is due to B12 deficiency, hyperthermia is elevated body temperature, and hypothermia is reduced body temperature.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Cpt Exam,,Which of the following actions can result in a violation of patient privacy?,Submitting laboratory results to the representative for workers' compensation,Discussing laboratory results with a patient's partner,Providing diagnosis codes to a patient's insurance company,Printing a patient's full name on the specimen label,,,,B,"Discussing laboratory results with a patient's partner without the explicit consent of the patient is a violation of patient privacy, specifically under HIPAA regulations. Patient health information should only be shared with those authorized by the patient. Sharing results with workers' compensation representatives or insurance companies with proper authorization, or printing names on labels, are generally acceptable practices under specific conditions.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,A phlebotomist enters a patient's room and observes the patient to be motionless and cyanotic. Which of the following actions should the phlebotomist take first?,Ask the patient if they are okay in a loud voice.,Perform the head-tilt/chin-lift maneuver.,Administer two rescue breaths.,"Look, listen, and feel for breathing movements.",,,,A,"When a patient is found motionless and cyanotic, indicating a potential medical emergency, the phlebotomist should first attempt to elicit a response by asking loudly if they are okay. This is the initial step in assessing responsiveness and determining if further emergency actions, such as CPR or calling for help, are needed. Performing maneuvers or rescue breaths without assessing responsiveness first is not the correct initial step.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following is the minimum required number of unique patient identifiers a phlebotomist should use prior to a blood draw?,One,Two,Three,Four,,,,B,"According to safety guidelines and accreditation standards (e.g., from The Joint Commission), a minimum of two unique patient identifiers must be used before any blood draw or patient care activity to ensure accurate patient identification. Common identifiers include the patient's full name, date of birth, and medical record number.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,A phlebotomist needs to collect a PT from a patient with a difficult vein. Which of the following is the best tube for the draw?,Light green,Lavender,Royal blue,Light blue,,,,D,"Prothrombin Time (PT) testing requires a light blue top tube, which contains sodium citrate as an anticoagulant. This additive is crucial for coagulation studies. Light green tubes contain lithium heparin (for plasma chemistry), lavender tubes contain EDTA (for CBC), and royal blue tubes are for trace elements.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,"While collecting a blood sample, the patient slumps over in the phlebotomy chair. Which of the following actions should the phlebotomist take first?",Stop the procedure.,Alert the supervisor.,Document the incident.,Slide the patient to the floor.,,,,A,"When a patient slumps over or shows signs of fainting during blood collection, the immediate priority is patient safety. The phlebotomist should stop the procedure immediately to prevent injury (e.g., from falling) and assess the patient's condition. Alerting the supervisor, documenting, or moving the patient are subsequent steps after ensuring immediate safety.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,A phlebotomist is preparing to perform venipuncture on a patient who had a right-sided mastectomy. Which of the following is the correct site to perform the collection?,Left antecubital,Right cephalic,Left femoral artery,Right basilic,,,,A,"After a mastectomy, especially with lymph node removal, venipuncture should be avoided on the affected side (in this case, the right arm) due to the risk of lymphedema, infection, or nerve damage. Therefore, the left antecubital fossa (left arm) would be the appropriate and safest site for blood collection.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,"A patient who is on droplet precautions requires daily blood glucose monitoring. Besides gloves, what piece of personal protective equipment must the phlebotomist w drawing the sample?",Shoe covers,Mask,Gown,Goggles,,,,B,"For patients on droplet precautions, a mask is required in addition to gloves, as respiratory droplets can be expelled during procedures and transmit infections. Shoe covers, gowns, and goggles are typically for different types of precautions (e.g., contact, airborne, or procedures with splash risk), but a mask is fundamental for droplet precautions.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following samples should a phlebotomist present to the laboratory first for processing?,A sodium level from a patient who has a DNR order,A hemoglobin and hematocrit level from a patient who is postoperative,A stat potassium level from a patient in the emergency room,A peak antibiotic level from a patient who is NPO,,,,C,"A ""stat"" (immediate) potassium level from an emergency room patient indicates a critical and time-sensitive need for the result, as abnormal potassium levels can be life-threatening. Therefore, this sample should be prioritized for processing over the other options, which typically do not require such immediate attention.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following areas should a phlebotomist use for a capillary collection from a 2-month-old infant?,Lateral section of the plantar heel,Central area of the heel,Posterior curvature of the heel,Palmer surface of the distal phalanx,,,,A,"For infants, capillary collection (heel stick) is recommended on the lateral (outer) section of the plantar (bottom) heel. This area has adequate tissue depth and minimizes the risk of injuring underlying bone, nerves, or blood vessels. The central area, posterior curvature, or palmar surface are not recommended due to higher risk of injury.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following pairs of blood tests is appropriate for a fasting specimen?,Glucose and triglycerides,BUN and alkaline phosphatase,Creatinine and total protein,Lactate dehydrogenase and albumin,,,,A,"Glucose and triglycerides are both highly affected by recent food intake and therefore require a fasting specimen for accurate measurement. Glucose levels rise after eating, and triglyceride levels can be significantly elevated. The other listed pairs (BUN & alkaline phosphatase, Creatinine & total protein, Lactate dehydrogenase & albumin) typically do not require fasting.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,A culture and sensitivity test is sent to which of the following divisions of a clinical laboratory?,Serology,Microbiology,Histology,Chemistry,,,,B,"Culture and sensitivity tests, which involve growing microorganisms from a sample and testing their susceptibility to antibiotics, are performed in the Microbiology department of a clinical laboratory. Serology deals with antibodies and antigens, Histology with tissue pathology, and Chemistry with chemical components of blood and body fluids.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following criteria is acceptable in determining the quality of a peripheral blood smear?,Covers a quarter of the slide,A well-defined edge,Covers the entire slide,A feathered edge,,,,D,"A high-quality peripheral blood smear should have a ""feathered edge,"" which is a thin, uniform area where the cells are spread in a single layer and are easily visualized under a microscope. This ensures accurate morphological assessment of blood cells. The other options describe smears that are either too thick or too limited in coverage.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following refers to the process of cleaning up a blood specimen spill on a counter?,Neutralization,Disinfection,Containment,Sterilization,,,,B,"Disinfection is the process of eliminating most pathogenic microorganisms on inanimate objects or surfaces, which is the primary goal when cleaning up a blood specimen spill. Neutralization refers to counteracting an acid or base. Containment involves isolating the spill, and sterilization is a more rigorous process that eliminates all forms of microbial life, usually for medical instruments.",regular,,,
Phlebotomy Technician Certification,Phlebotomy Technician Certification Practice Exam,,Which of the following tests has a fasting requirement?,BUN,HDL,ABG,CBC,,,,B,"HDL (High-Density Lipoprotein) cholesterol, as part of a lipid panel, typically requires the patient to fast for 9-12 hours prior to collection to ensure accurate results, as food intake can significantly affect lipid levels. BUN (Blood Urea Nitrogen) and CBC (Complete Blood Count) usually do not require fasting. ABG (Arterial Blood Gas) tests also do not have a fasting requirement.",regular,,,
