school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following is an example of smooth muscle pain frequently reported by hospice patients?,leg cramps,shoulder pain,cervical spine pain,bladder spasms,,,,D,"Smooth muscle pain in hospice patients arises from involuntary contraction or distention of hollow viscera (bladder, bowel, biliary tract, ureters), and bladder spasms are one of the most frequent and distressing examples—commonly seen in patients with indwelling catheters, pelvic tumors, radiation cystitis, or neurogenic bladder—producing intense, cramping suprapubic or perineal pain that is often described as “spasmodic” or “colicky.” In contrast, leg cramps affect skeletal (striated) muscle, shoulder pain is typically musculoskeletal or referred somatic pain, and cervical spine pain originates from bone, joints, or nerve roots rather than smooth muscle, making bladder spasms the only option that represents true smooth-muscle/visceral pain commonly encountered in the hospice population.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Which of the following is MOST significant in determining a prognosis and hospice eligibility for a patient with end-stage lung disease?,left heart failure,failed trial of beta-blocker,pCO2 of 35 mm Hg,decline in functional status,,,,D,"Decline in functional status (bed-to-chair existence, minimal verbal interaction) is the strongest prognostic indicator in non-malignant lung disease.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A hospice patient with ovarian cancer complains of a sudden-onset mid-abdominal cramping and severe nausea, which is relieved by vomiting. Which of the following is the MOST likely etiology?",small bowel obstruction,recto-vaginal fistula,gastroenteritis,abdominal bloating,,,,A,"In advanced ovarian cancer, the classic presentation of sudden-onset mid-abdominal cramping pain with severe nausea that is dramatically relieved by vomiting (often bilious or feculent) is pathognomonic for mechanical small bowel obstruction, usually caused by peritoneal carcinomatosis, tumor masses, or adhesions from prior surgery/radiation; this produces the characteristic colicky pain from peristalsis against an obstructed lumen and proximal dilation that triggers emesis, with relief occurring after gastric emptying. Rectovaginal fistula typically presents with fecal vaginal discharge and recurrent infections rather than acute cramping/nausea/vomiting, gastroenteritis lacks the abrupt colicky pattern and is less common in hospice oncology patients, and simple abdominal bloating causes steady distention without the episodic severe cramping or vomiting relief described, making small bowel obstruction the only etiology that fits the complete clinical picture in this population.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A dying veteran begins to insist that the enemy is hiding under his bed. Which of the following should be the nurse's INITIAL action?,Reassure and reorient the patient,Place the mattress on the floor,Review the medication profile,Obtain an order for lorazepam,,,,C,Hallucinations in the dying are often medication-related or metabolic; reviewing the medication list for deliriants is the first step.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"Within the last week, a terminally ill patient has become restless, forgetful, and incoherent. The caregiver reports that the patient often moans loudly at night, despite the use of morphine. Which of the following should the nurse do FIRST?",Transfer the patient to the inpatient unit,Obtain an order for an anxiolytic,Titrate the morphine to comfort,Evaluate the cause of the confused state,,,,D,"Acute delirium requires systematic evaluation for reversible causes (opioid toxicity, hypercalcemia, infection, urinary retention) before treating symptomatically.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,Which of the following is the BEST method to assess dyspnea in a patient with end-stage COPD?,Evaluate the patient's respiratory rate,Order a complete blood count,Ask the patient about breathlessness,Check the patient's O2 saturation,,,,C,"Dyspnea is a subjective symptom defined as the patient’s own perception of difficult or uncomfortable breathing. In chronic obstructive pulmonary disease (COPD), especially in the end-stage, dyspnea is the cardinal and most distressing symptom. Objective measures such as respiratory rate, oxygen saturation (SpO?), or laboratory tests like complete blood count provide valuable physiological data but do not directly capture the patient’s subjective experience of breathlessness severity, which is critical for assessing symptom burden, guiding palliative interventions, and evaluating treatment response (e.g., with tools like the modified Borg scale or mMRC dyspnea scale). Clinical guidelines (GOLD, ATS, and palliative care standards) emphasize patient-reported outcome measures as the gold standard for assessing dyspnea in COPD, making direct inquiry the most accurate and patient-centered approach.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A new home hospice patient has an infected leg wound requiring daily dressing changes. The family is committed to taking care of the patient at home, but admit to being sleep deprived. The nurse's INITIAL conversation with the family should include a discussion about",the need for in-patient respite,initiating continuous care,placing the patient in a nursing home,promoting self-care activities,,,,D,"In home hospice, the primary goal is to support the patient’s wish to remain at home while preventing caregiver burnout. A family that is already sleep-deprived but committed to home care is at high risk for exhaustion, especially with daily skilled tasks such as infected wound care. The nurse’s first step is to assess caregiver burden and immediately teach and reinforce self-care strategies (adequate sleep, respite breaks, asking for help from friends or volunteers, proper nutrition, and stress management). This empowers the family, preserves their ability to provide care, and often delays or prevents the need for higher levels of service (continuous nursing care or inpatient respite). Initiating continuous care, inpatient respite, or nursing home placement are later options if self-care measures and routine/intermittent visits prove insufficient, but they are not the initial approach when the family remains committed to home care.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Acetaminophen may be inadvisable in patients with a history of,gastritis,aspirin sensitivity,alcohol abuse,duodenal ulcer,,,,C,"Acetaminophen (paracetamol) is generally safe and preferred over NSAIDs in patients with a history of gastritis, duodenal ulcer, or aspirin sensitivity because it does not inhibit gastric prostaglandins or cause significant gastrointestinal mucosal injury. However, in patients with chronic or heavy alcohol abuse, acetaminophen metabolism produces the toxic metabolite NAPQI in greater amounts due to induction of CYP2E1 and potential depletion of glutathione stores, markedly increasing the risk of severe hepatotoxicity even at therapeutic doses (especially >2–3 g/day). Major guidelines (AASLD, EASL, FDA warnings) identify active heavy alcohol use or alcoholism as a key risk factor for acetaminophen-induced liver injury, making it relatively contraindicated or requiring extreme caution and dose reduction in this population. The other conditions listed do not contraindicate acetaminophen use.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,The primary purpose of a symptom management algorithm is to,support cost containment,provide decision-making guidelines,promote critical thinking,encourage practitioner autonomy,,,,B,"Algorithms provide standardized, evidence-based steps for managing common symptoms to ensure consistency and quality.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following is the MOST appropriate nursing action for managing dyspnea in an actively dying patient?,Place the patient on the left side,Increase the room temperature,Direct a fan toward the patient's face,Teach pursed-lip breathing,,,,C,"In the active dying phase, when a patient is too weak or cognitively impaired for active techniques, the single most effective, evidence-based, non-pharmacologic nursing intervention for relieving the sensation of dyspnea is directing a fan toward the patient’s face; this stimulates the trigeminal nerve and mucosal cooling receptors, creating a powerful perception of improved airflow and reduced breathlessness within seconds, with randomized trials and systematic reviews (Palliative Medicine, Journal of Pain and Symptom Management) showing significant symptom reduction comparable to or additive with low-dose opioids. Lateral positioning may help secretions but does not directly alleviate air hunger, increasing room temperature worsens discomfort, and teaching pursed-lip breathing is inappropriate and futile when the patient is imminently dying and unable to learn or cooperate, making the fan the only appropriate and immediately effective choice among the options.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,A patient with an implanted cardiac defibrillator (ICD) and a diagnosis of end-stage heart failure is considering enrolling in hospice. The patient would like to know if the ICD must be turned off upon enrollment. The ICD,may remain operational if they choose,must be deactivated prior to enrolling in hospice,will remain operational unless determined by the cardiologist,can remain operational for one benefit period,,,,A,"Patients may keep ICD shock function active if they wish; deactivation is a personal choice, not a Medicare requirement.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,An interdisciplinary team meeting is scheduled for later in the week for a new hospice patient. The hospice nurse receives a phone call from the patient's family who is insistent upon being a participant in the scheduled meeting. Which response by the nurse indicates that understanding of the role of the patient's family on the interdisciplinary team?,Let me ask the doctor if I can add you to the team meeting.,"I'm sorry, but family members are not allowed to attend.",Let me verify with the patient that it is okay for you to attend.,"Of course, family members are always allowed to participate.",,,,D,Medicare Conditions of Participation require that the interdisciplinary team meeting include the patient and family/caregiver as desired.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A hospice patient with delirium was administered haloperidol 5 mg every 8 hours for hallucinations. The haloperidol was discontinued due to dyskinesia. The hallucinations returned and were much worse than before. The physician prescribes haloperidol 2 mg every 8 hours. Which of the following BEST explains this action?,risk for long-term side effects,expectation for therapeutic effects,concern for QT prolongation,to easily reverse extrapyramidal effects,,,,D,Lowering the dose reduces extrapyramidal side effects (dyskinesia) while still providing antipsychotic benefit; lower doses are often effective and safer in palliative care.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A hospice patient with metastatic ovarian cancer is on a continuous morphine infusion at 100 mg/hour with a bolus of 30 mg every 15 minutes as needed. During assessment, the nurse notices somnolence, abdominal distention, decreased bowel sounds, and involuntary jerking movements of the upper extremities. The nurse should obtain an order for",initiating an opioid rotation,administering naloxone,increasing the morphine drip,adding an anticonvulsant,,,,A,"High-dose opioid neurotoxicity (myoclonus, delirium) is best managed by opioid rotation to a different opioid (e.g., fentanyl, methadone) at a lower equianalgesic dose.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,An imminently dying patient has Cheyne-Stokes breathing without signs of distress. The family is requesting oxygen. Which of the following should be the nurse's INITIAL action?,Obtain an order for oxygen at 2 L/min per nasal cannula,Arrange for a respiratory therapist consultation,Discuss the effectiveness of oxygen at this stage,Determine oxygen saturation with pulse oximeter,,,,C,"In active dying, Cheyne-Stokes is neurologic and oxygen rarely helps; educating the family that it is not distressing to the patient is the priority.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A patient with lung cancer and brain metastases develops hiccups that are resistant to treatment with phenothiazines. Which of the following should be attempted for symptom relief?,antihistamines,anticholinergics,anti-inflammatories,antispasmodics,,,,B,"Persistent hiccups in a patient with lung cancer and brain metastases are frequently caused by irritation or infiltration of the phrenic nerve, vagus nerve, or central hiccup reflex centers in the medulla; when first-line phenothiazines (e.g., chlorpromazine) fail, the next most effective pharmacologic option is an anticholinergic agent such as baclofen (a GABA-B agonist with strong anticholinergic properties) or occasionally glycopyrrolate or scopolamine, which interrupt the reflex arc by inhibiting parasympathetic transmission and relaxing the diaphragm. Evidence from palliative care case series, systematic reviews (Cochrane, ESMO supportive care guidelines), and oncology textbooks supports baclofen as the single most successful second-line agent for intractable hiccups in advanced malignancy (response rates 70–90%). Antihistamines, anti-inflammatories, and traditional antispasmodics (e.g., dicyclomine) lack efficacy for centrally mediated or phrenic/vagal-driven hiccups, making anticholinergics the only appropriate choice among the options.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Which of the following is caused by irritation of the phrenic nerve?,dysphagia,hiccups,indigestion,nausea and vomiting,,,,B,Phrenic nerve irritation (often from diaphragmatic tumor or gastric distention) is a common cause of intractable hiccups in cancer patients.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,Which of the following should be considered when using morphine in the treatment of a patient with end-stage COPD?,Morphine often hastens death in a patient with end-stage pulmonary disease,Morphine often adversely affects respiratory drive and decreases carbon dioxide levels,Morphine can decrease respiratory rate and workload of the heart,The use of bronchodilators and steroids precludes the need for morphine,,,,C,"Low-dose opioids safely reduce respiratory rate, air hunger, and the work of breathing in end-stage COPD without clinically significant CO2 retention when titrated carefully.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Edema is normally caused by,a higher concentration of plasma proteins and lipids,an abnormal increase in interstitial fluid volume,excess reabsorption of intracellular fluid,a decreased blood volume,,,,B,"Edema is excess fluid in the interstitial space due to increased capillary hydrostatic pressure, decreased oncotic pressure, or lymphatic obstruction.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A patient with advanced prostate cancer has been referred for hospice services. The physician explains to the patient that their disease is now end-stage, but the patient believes the Lord has healed them. At the admission visit, the patient is experiencing progressive weakness and anorexia. Which of the following should the nurse do?",Inform the patient that they are not eligible for admission,Allow the patient to maintain their beliefs,Admit the patient once they acknowledge their prognosis,Explain to the patient that a miracle did not occur,,,,B,"Hospice admission does not require the patient to verbally accept the prognosis; if the clinical criteria are met and the patient consents to comfort care, spiritual denial is respected.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A patient's family is concerned because the patient is awake at night and constantly calls out for family members. The patient has no apparent need, but does not want to be left alone. The nurse should advise the family to",Keep the patient awake during the day so they will sleep better at night,Repeat the sleeping medication whenever the patient awakens,Increase bedtime dose of pain medication,Take turns being with the patient at night to alleviate anxiety,,,,D,Terminal restlessness and fear of dying alone are common; reassuring presence is more effective and safer than additional sedatives.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"The partner of a hospice patient calls the on-call nurse explaining that they have not been able to keep the patient awake long enough to take medications for two days. When the nurse offers to make a visit, the partner states, No, I just can't do this anymore. The nurse should consider",General inpatient care,Increasing frequency of nurse visits,Continuous care,Respite care,,,,D,Caregiver collapse (I can't do this anymore) with the patient in the active phase of dying is the classic indication for inpatient respite care to give the caregiver a break.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A caregiver reports insomnia and increasing irritability when caring for the patient. During interdisciplinary team review, which of the following levels of care is MOST appropriate for the patient?",Inpatient respite care,General inpatient care,Routine home care,Continuous home care,,,,A,Caregiver exhaustion and irritability are the primary indications for inpatient respite care (up to 5 days) to prevent collapse.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"Over the course of two weeks, the hospice nurse and social worker receive separate calls from two adult children of a terminally ill resident on service who lives at a local skilled nursing facility (SNF). On the calls, the resident's children express frustration that the resident's and family's goals of care are not consistently being supported by various actions of the nursing home staff. The nurse's BEST initial course of action would be to",Encourage the family to call the SNF Ombudsman and express their concerns,Place a call to the SNF Director of Nursing to express the patient and family concerns,Encourage the family to keep trying to advocate for the patient with the SNF staff,Initiate interdisciplinary team collaboration to facilitate resolution of issues between stakeholders,,,,D,The hospice team is responsible for ensuring the plan of care is followed wherever the patient resides. Convening the IDG to strategize and collaborate with the SNF is the most effective first step.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A primary purpose of hospice and palliative care is to assist the patient with,Working past denial,Achieving self-identified goals,Accepting the dying process,Remaining at home to die,,,,B,The core principle of hospice/palliative care is to help patients live as fully as possible according to their own goals and values.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"Weight loss, temporal wasting, and fatigue are characteristic of",Cachexia,Malnutrition,Scurvy,Anorexia,,,,A,"Cancer cachexia is the syndrome of profound weight loss, muscle wasting (including temporal muscles), and fatigue that does not fully reverse with nutrition.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,Guidelines for determining the prognosis for liver disease include,Refractory ascites,FAST score of 7,Serum albumin greater than 3,Increased platelet count,,,,A,"In end-stage liver disease, the most widely accepted indicators of poor prognosis and hospice eligibility are the presence of refractory ascites (ascites that no longer responds to maximum diuretic therapy and requires frequent large-volume paracentesis) combined with other features such as spontaneous bacterial peritonitis, hepatorenal syndrome, or Child-Turcotte-Pugh class C status. Major prognostic models (MELD ? 21, Child-Pugh ? 10) and hospice eligibility guidelines (NHPCO, CMS Local Coverage Determinations) explicitly list refractory ascites as a key criterion for a life expectancy of ?6 months if the disease follows its expected course. In contrast, a FAST score of 7 is not a recognized prognostic tool, serum albumin >3 g/dL indicates relatively preserved synthetic function and better prognosis, and increased platelet count would suggest absence of portal hypertension, making refractory ascites the only correct option among those listed.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,What teaching about managing lymphedema should be provided?,Massage the limb,Immobilize the limb,Wear loose garments,Limit exposure to the sun,,,,C,"Loose-fitting clothing and sleeves prevent constriction that worsens lymphedema; massage (manual lymphatic drainage) is therapeutic when done correctly, but general massage can worsen it.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"After the death of a favorite patient, a nurse may facilitate a family's closure by",Sending a card to the patient's family,Planning a religious ceremony for the patient,Attending a conference about hospice care,Attending a mandatory memorial service,,,,A,"Sending a personal condolence card is a simple, meaningful way nurses help families with closure and is encouraged in hospice practice.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"Despite a corticosteroid trial, a patient with stage IV melanoma complaining of headaches and confusion. The patient would MOST likely benefit from:",radiation therapy,biofeedback,surgical rhizotomy,celiac plexus block,,,,A,Headaches and confusion unresponsive to steroids in melanoma strongly suggest brain metastases; whole-brain radiation is the standard palliative treatment.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A patient with pancreatic cancer who is being treated with morphine and haloperidol complains of feeling full and occasionally vomits undigested food. Which of the following should be recommended?,Start a trial of metoclopramide,Place a nasogastric tube for decompression,Withhold the next dose of morphine,Switch to a liquid diet,,,,A,Gastric outlet obstruction or severe gastroparesis causes vomiting of undigested food; metoclopramide is the prokinetic of choice.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,A hospice patient with ALS lives at home with their partner. The nurse was notified that the partner was just admitted to the hospital with signs of a stroke. The patient is unable to be at home unassisted. The nurse arranges for aides to stay with the patient until arrangements can be made for admission into a nursing home. This is an example of:,identifying goals,modifying the plan of care,escalating the level of care,ethical advocacy,,,,C,Arranging 24-hour aide coverage temporarily escalates the level of care to continuous home care level until a safe disposition is arranged.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A patient with end-stage renal disease has elected to stop hemodialysis and is now admitted to hospice services. The family wants to know how long the patient has to live. Which of the following is the hospice nurse's BEST response?,I will check with the physician.,"I am sorry, but I am unable to answer that.",Death may occur within 24 hours.,Most patients live days to weeks.,,,,D,"After stopping dialysis, median survival is 7-10 days, with most patients dying within 2-3 weeks; days to weeks is the most accurate and compassionate response.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A patient has breast cancer with lung metastasis. Their legs are discolored and cool to the touch. They are obtunded and oliguric. Which of the following is MOST likely occurring?,deep vein thrombosis,arterial occlusion,impending death,chronic renal failure,,,,C,"Mottled, cool extremities with decreased urine output and altered mental status are classic signs of the agonal phase and impending death.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A male patient has been diagnosed with advanced breast carcinoma. As the carcinoma progresses, the hospice nurse should be aware of the possibility for:",malignant ascites,pathological fractures,prostate metastasis,renal carcinoma,,,,B,"Advanced breast carcinoma in men, like in women, most commonly metastasizes to bone (in up to 70–80% of cases with stage IV disease), making skeletal involvement the predominant site of distant spread; as the disease progresses, osteolytic or mixed metastases weaken cortical bone and significantly increase the risk of pathological fractures, particularly in weight-bearing areas (spine, ribs, femur, humerus). This complication is a major source of pain, immobility, and morbidity in late-stage breast cancer and is a hospice priority for prevention (bisphosphonates/radiotherapy) and management. Malignant ascites and prostate metastasis are rare in male breast cancer, and while renal carcinoma can coexist as a second primary, it is not a metastatic manifestation of the breast primary, making pathological fractures the only complication among the options that the nurse should specifically anticipate as the carcinoma advances.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A caregiver calls a nurse to ask if the prescribed lorazepam can be used to medicate the patient for pain. Which of the following is the nurse's BEST response?,Tell me what you are seeing.,"Sure, that would be fine.",Are you out of morphine?,I'll be out to make a visit.,,,,A,"Open-ended questioning clarifies whether the caregiver is seeing pain, anxiety, or restlessness, allowing appropriate guidance.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,A hospice and palliative nurse can demonstrate a commitment to professional development by:,acting as a patient and family advocate,collaborating with the patient's primary care physician,developing an individualized plan of care for the patient and family,serving as a preceptor to new staff members,,,,D,Precepting/mentoring new staff is a recognized professional development activity for CHPN certification and nursing in general.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,When can a patient change hospice agencies per regulatory guidelines?,once per election benefit period,after a face to face visit is completed,once the recertification is completed,after the first benefit period,,,,A,"Medicare Hospice Benefit regulations (42 CFR § 418.30) explicitly allow a patient (or representative) to change the designation of the hospice agency once during each benefit period (the initial 90-day period, the subsequent 90-day period, and each unlimited 60-day period thereafter); the transfer requires a signed revocation of the current hospice, immediate election of the new agency using the standard election statement, and filing of a transfer agreement form, with no requirement for a face-to-face visit, recertification completion, or expiration of the current period. This “one transfer per period” rule prevents multiple switches within the same period that could disrupt continuity or create billing conflicts, making “once per election benefit period” the only correct option under current CMS guidelines.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,What is the minimum number of hours of care in a 24-hour period that can be billed as hospice continuous home care?,6,8,12,24,,,,B,"Continuous home care requires at least 8 hours of care (mostly nursing) in a 24-hour period, provided predominantly in the home.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A patient with end stage renal disease has decided to stop dialysis as the burden of treatment outweighs the benefit. The patient expresses a desire to stop monitoring blood sugar, taking insulin, and would like to eat whatever they want. The nurse's NEXT step should be to",discuss the goals of care,offer reduced frequency of blood sugar monitoring,assess the patient's mental status,educate the patient about hyperglycemia,,,,A,Stopping all disease-directed treatments (including diabetes management) is a major goals-of-care shift that requires thorough discussion and documentation.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A home hospice patient with cancer, who is on a ventilator for an unrelated previous spinal cord injury, recently told their nurse that they wish to visit their family at their home, 3 hours away. Which of the following ways can the nurse BEST facilitate the patient's wishes?",Encourage the family to visit the patient,Offer to drive the patient to the family's home,Request a chaplain visit the patient at home,Evaluate the expected outcome of the visit,,,,D,"Helping the patient clarify what they hope to accomplish by the visit (closure, legacy, etc.) guides realistic planning given ventilator dependence.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A nurse is developing a plan of care for a newly admitted hospice patient with metastatic liver cancer. The patient has a long history of mental health disability and is intermittently unhoused. Which of the following is the MOST important factor to consider when developing a safe plan of care?,presence of substance use disorder,lack of a formal caregiver,side effects of anti-psychotic medications,insurance benefits for hospice care,,,,B,"No identified caregiver in an intermittently unhoused, mentally ill patient raises major safety concerns for home hospice; alternative settings (inpatient, facility) may be required.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,How frequently is the hospice medical director required by Medicare to make face-to-face visits?,prior to the beginning of every benefit period,every other month while a patient is in hospice,starting with the third benefit period and prior to every benefit period,quarterly while a patient is in hospice,,,,C,Face-to-face visits by the hospice physician or NP are required beginning with the third benefit period and for each subsequent period to recertify terminal illness.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,A terminally ill hospice patient has uncontrolled nausea and vomiting. Which of the following is the nurse's MOST appropriate initial recommendation?,Apply transdermal scopolamine,Administer intramuscular haloperidol,Give prochlorperazine rectally,Start intravenous metoclopramide,,,,C,"For a patient who cannot keep anything down, a rectal or parenteral route (prochlorperazine suppository) is the fastest, most reliable initial intervention.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A hospice patient with a do not resuscitate (DNR) order in place has just died. The nurse is present. Which of the following is the nurse's BEST initial response?,Encourage the family to spend time with the deceased,Real-time chart the time of death,Call the medical examiner,Identify the medications to be destroyed,,,,A,"In hospice, when a patient dies at home with a valid DNR order and the nurse is present, the immediate priority is to provide compassionate, family-centered care by gently informing the family (if not already aware), confirming death, and offering them uninterrupted private time with their loved one to begin the grieving process, say goodbye, and engage in cultural or religious rituals; this practice is explicitly supported by the National Consensus Project for Quality Palliative Care, HPNA standards, and hospice Medicare Conditions of Participation as the most therapeutic initial action that respects dignity and promotes healthy bereavement. Charting the time of death, calling the medical examiner (only required for certain unnatural deaths), or identifying medications for disposal are important subsequent administrative tasks, but they are secondary to the human and emotional needs of the family in the first minutes after death, making encouraging family time the single best initial response.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following is MOST important when caring for a patient with severe refractory peripheral edema?,Prevent skin breakdown,Titrate diuretic medication,Restrict fluid intake,Immobilize extremities,,,,A,"In refractory edema (common in end-stage cancer/heart failure), skin integrity is the primary concern to prevent weeping, infection, and pain.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,Radiation therapy is MOST likely to be a treatment option for a patient with,abdominal carcinomatosis,bone pain,pleural effusion,nerve plexus pain,,,,B,"Radiation therapy is most likely to be a treatment option for metastatic bone pain because it provides highly effective, localized palliation (response rates 60–90%) by reducing tumor burden, inhibiting osteoclast activity, and decreasing inflammatory cytokine release in osseous metastases; guidelines from ASTRO, NCCN, and ESMO designate external-beam radiation (single-fraction or short-course) as a cornerstone of therapy for painful bone metastases, often with rapid onset of relief within days to weeks. In contrast, abdominal carcinomatosis is typically diffuse peritoneal disease best managed with systemic chemotherapy or palliative procedures, pleural effusion is primarily treated with thoracentesis or indwelling catheters, and nerve plexus pain (e.g., brachial or lumbosacral plexopathy) is usually managed with opioids, adjuvants, nerve blocks, or intrathecal therapy rather than radiation (which is reserved for select focal plexus lesions), making bone pain the only condition among the options for which radiation is routinely a first-line palliative treatment.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,"A patient reports pain at 9 out of 10. When asked about their refusal to take analgesics, they consistently state, I deserve this. The hospice team is frustrated and feels helpless. Upon hearing this report, the nurse's MOST appropriate initial action is to:",ask the patient if a chaplain could visit,increase the frequency of massage therapy sessions,arrange a family meeting with their children,initiate sertraline for depression,,,,A,The statement I deserve this suggests spiritual/existential suffering or guilt; involving chaplaincy/spiritual care is the most appropriate first intervention.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,"A patient with end-stage liver disease had a paracentesis 2 days ago. The patient has increased agitation, abdominal pain, and fever. Which of the following is the MOST likely explanation?",renal failure,bowel perforation,ascites,electrolyte imbalance,,,,B,"Fever, abdominal pain, and agitation days after paracentesis raise high concern for bowel perforation, a known complication of the procedure.",Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Certification Exam,,"A patient with prostate cancer has been ambulatory and able to perform most self-care. Their appetite has been fair in the past week, and opioids and laxatives were increased due to symptom changes. Upon arrival at the home, the hospice nurse finds that the patient is confused. Which of the following are MOST pertinent to the nurse's assessment?",respiratory rate and skin turgor,hydration status and dependent edema,dietary intake and activity level,level of pain and elimination status,,,,D,New confusion in a patient with recent opioid and laxative escalation strongly suggests opioid-induced neurotoxicity or constipation/hypercalcemia; assessing pain control and bowel status is critical.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Exam Questions,,A beloved nursing home resident has recently died. The staff blames the hospice agency for hastening the death by introducing morphine. The hospice nurse returns to care for another resident and the staff is antagonistic toward the nurse. Which of the following should be the nurse's INITIAL response?,Acknowledge feelings of loss and notify bereavement team,Teach the nursing home staff signs of imminent death,Schedule an in-service about comfort and the use of morphine,Arrange to provide lunch for the nursing home staff,,,,C,Staff misconceptions about morphine hastening death are common; offering education (in-service) directly addresses the root cause of antagonism and improves future collaboration.,Regular,,,
Hospice & Palliative Care,Hospice and Palliative Care Board Exam Questions,,Which of the following would support eligibility for hospice care in a patient with coronary artery disease?,dependent edema,CPAP for night use,coronary stent placement,unexplained syncope,,,,D,Unexplained syncope in advanced heart disease is a poor prognostic sign and supports hospice eligibility under cardiac LCDs.,Regular,,,
