school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,"A patient presents with fever, stiff neck, headache, and photophobia. The patient has a history of hydrocephalus with a recent ventricular shunt revision. A nurse should prepare for",administration of mannitol (Osmitrol).,an edrophonium (Tensilon) challenge.,an MRI of the head.,a lumbar puncture.,,,,D,"The symptoms are classic for meningitis. In a patient with a ventricular shunt, infection (shunt meningitis/ventriculitis) is a major concern. A lumbar puncture is necessary to obtain CSF for analysis and culture to guide antibiotic therapy. Mannitol might be used for increased ICP, but diagnosis comes first.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,"A patient presents with profuse, painless, vaginal bleeding. Which of the following assessment findings indicates the need for immediate intervention?",positive orthostatic vital signs,complaint of intermittent nausea,dry mucous membranes,history of bleeding for 3 months,,,,A,"Positive orthostatic vital signs (a drop in BP or rise in HR upon standing) indicate significant volume depletion (at least 15-20% blood loss). In the context of profuse bleeding, this signals hypovolemic shock and requires immediate fluid resuscitation and intervention to control the bleeding.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"During insertion of a subclavian catheter, a patient's respirations increase to 35 breaths/min, and the heart rate increases to 110 beats/min. A nurse should suspect a",hemothorax.,subclavian artery laceration.,pneumomediastinum.,pneumothorax.,,,,D,"Tachypnea and tachycardia are early signs of a pneumothorax, a known complication of subclavian vein catheterization. The needle can inadvertently puncture the lung apex, allowing air to enter the pleural space. Hemothorax would also cause distress but might present with signs of shock.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,A patient is being evaluated in the emergency department after sustaining minor injuries in a disaster where several people were killed. Discharge teaching has been effective when the patient states:,"""If my anxiety level is very high, it is ok to take a second dose of my benzodiazepine.""","""I will not have more than 3 alcohol drinks while taking benzodiazepines.""","""I may develop physical dependence to benzodiazepines and will need to gradually decrease my dose.""","""I will continue to take benzodiazepine daily for up to 6 months to cope with my anxiety.""",,,,C,Benzodiazepines are not for long-term daily use for disaster-related anxiety due to risk of dependence. They should be used short-term. The correct understanding is that�physical dependence can develop and requires tapering�to avoid withdrawal.,Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,Which of the following patients is at the GREATEST risk for complications?,a 10-year-old boy who has a circumferential arm burn,a 25-year-old woman who has an avulsion of the earlobe,a 45-year-old man who has a full-thickness abrasion of the shoulder,a 60-year-old woman who has a Colles' fracture,,,,A,"Circumferential burns, even if partial thickness, pose a significant risk for compartment syndrome as edema develops beneath the non-elastic eschar. This can compromise circulation and nerve function distal to the burn, requiring escharotomy. The other injuries, while serious, do not carry the same immediate risk of limb-threatening ischemia.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,"A 62-year-old woman is brought to the emergency department following a syncopal episode. The patient reports weakness, fatigue, back pain, and shortness of breath. Crackles (rales) are noted on auscultation, and her skin is pale, cool, and clammy. Vital signs are as follows: BP: 87/50 mm Hg; HR: 132 beats/min; RR: 32 breaths/min; Temperature: 98.7°F (37.1°C). A nurse should suspect",cardiac tamponade.,pericarditis.,blunt cardiac injury.,cardiogenic shock.,,,,D,"The patient presents with signs of pump failure: hypotension, tachycardia, pulmonary edema (crackles), poor perfusion (cool/clammy skin), and possible cardiac chest/back pain. This constellation points to cardiogenic shock, where the heart cannot pump sufficiently to meet the body's demands.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,A patient with chemical burns on 25% of the total body surface area presents to the emergency department. PRIORITY intervention should be to,apply silver sulfadiazine (Silvadene) cream.,apply cool saline.,stop the burning process.,identify a neutralizing agent.,,,,C,"The immediate priority with any chemical burn is to stop the ongoing tissue damage. This is done by copious, prolonged irrigation with water or saline to dilute and remove the chemical. Neutralizing agents are generally avoided as the heat from the neutralization reaction can cause further injury. Wound dressing/cream application comes later.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,The nurse is caring for patient who has a positive cardiac FAST examination. The nurse should anticipate that the patient will also have,hypertension.,bradycardia.,unilateral cyanosis.,dyspnea.,,,,D,"A positive cardiac FAST exam indicates fluid (blood) in the pericardial sac (pericardial effusion), which can lead to cardiac tamponade. A classic sign of tamponade is dyspnea due to impaired cardiac filling and output. Other signs include hypotension, tachycardia (not bradycardia), muffled heart sounds, and pulsus paradoxus.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,"A patient has a puncture wound to the hand from a high-pressure injection of paint thinner. After initial assessment is completed and pain medication administered, which of the following is the NEXT priority intervention?",vigorous cleaning under local anesthesia,debridement under general anesthesia,ultrasonography of the hand,wound closure with sutures,,,,B,"High-pressure injection injuries are surgical emergencies. The injected material (paint thinner) spreads rapidly along tissue planes, causing severe inflammation, necrosis, and compartment syndrome. Immediate, extensive surgical debridement in the operating room is required to remove the contaminant and necrotic tissue and prevent amputation.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,"A 4-year-old child has a sore throat, fever, and a thick, gray membrane on the tonsils. A nurse should suspect",mumps.,diphtheria.,rubella.,measles.,,,,B,"Diphtheria, caused by Corynebacterium diphtheriae, classically presents with a sore throat, fever, and a grayish pseudomembrane that adheres to the tonsils/pharynx. It is a serious, vaccine-preventable disease. Mumps causes parotid swelling. Rubella and measles cause rash.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,An elderly patient presents with shortness of breath but denies any pain. The nurse should FIRST,obtain a 12-lead ECG.,determine the onset time of symptoms.,review the medical history.,administer a nebulizer treatment.,,,,A,"In an elderly patient, shortness of breath (dyspnea) is a common equivalent symptom for myocardial infarction (MI), especially in those with diabetes or neuropathy who may not feel typical chest pain. Obtaining an ECG is the fastest way to identify an acute coronary syndrome, which would require immediate intervention.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,"When sodium bicarbonate is given to a patient during cardiac arrest, the intent is to correct",respiratory alkalosis.,respiratory acidosis.,metabolic alkalosis.,metabolic acidosis.,,,,D,"During prolonged cardiac arrest, anaerobic metabolism leads to lactic acidosis, a form of metabolic acidosis. Sodium bicarbonate is sometimes used to correct severe, refractory acidosis (pH <7.1-7.2) in an attempt to improve the effectiveness of catecholamines and defibrillation. Its use is controversial and not routine.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,A child has been diagnosed with pertussis. Which of the following medications should the nurse expect to administer?,bronchodilator,antibiotic,decongestant,corticosteroid,,,,B,"Pertussis (whooping cough) is a bacterial infection caused by Bordetella pertussis. The primary treatment is antibiotics, specifically macrolides like azithromycin, to eradicate the bacteria, reduce transmission, and may lessen symptom severity if given early.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,A child has been diagnosed with pertussis. Which of the following medications should the nurse expect to administer?,bronchodilator,antibiotic,decongestant,corticosteroid,,,,B,"Pertussis (whooping cough) is caused by the bacterium Bordetella pertussis. The primary treatment is antibiotics, specifically macrolides like azithromycin, which can reduce transmission and may lessen severity if given early. While supportive care (including oxygen, hydration, and sometimes bronchodilators) is important, antibiotics are the definitive pharmacological treatment. Corticosteroids and decongestants are not standard treatments for pertussis.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"A 25-year-old female who is afebrile presents with right-sided lower abdominal pain that worsens with sexual intercourse. Her last menstrual period was approximately 2 weeks ago, and she denies any current vaginal bleeding or abnormal discharge. The nurse should suspect",ovarian torsion.,ectopic pregnancy.,ruptured ovarian cyst.,acute appendicitis.,,,,C,"The presentation (mid-cycle pain, afebrile, pain with intercourse - dyspareunia) is classic for mittelschmerz or a ruptured ovarian cyst. Pain at ovulation (~2 weeks after LMP) is common. A ruptured cyst causes sudden, unilateral lower abdominal pain. Ectopic pregnancy typically presents with vaginal bleeding and a missed period. Ovarian torsion is sudden, severe, and often associated with nausea/vomiting. Appendicitis pain usually starts periumbilical and migrates to RLQ, and is often associated with fever and anorexia.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,A patient who has taken an overdose of tricyclic antidepressants is unresponsive to deep pain. A nurse should anticipate IV administration of,physostigmine salicylate.,sodium bicarbonate.,calcium gluconate.,thiamin.,,,,B,"Tricyclic antidepressant (TCA) overdose causes life-threatening sodium channel blockade, leading to wide QRS complex arrhythmias, hypotension, and seizures. Sodium bicarbonate is the first-line treatment. It alkalinizes the plasma, which helps to unbind TCAs from cardiac sodium channels, reducing cardiotoxicity and narrowing the QRS complex. Physostigmine is rarely used due to risks of bradycardia and seizures. Calcium is for calcium channel blocker overdose. Thiamin is for Wernicke's encephalopathy.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,A nurse is experiencing conflict with another staff nurse. Which action is MOST appropriate?,Ask the nurse manager to address the problem.,Request an assignment to another area in the department.,Discuss the issue with the other staff nurse.,Complain to other staff members about the issue with the nurse.,,,,C,"The most appropriate first step in resolving interpersonal conflict is direct, professional communication between the involved parties. This approach promotes problem-solving, mutual understanding, and professional accountability. Involving the manager should be reserved for unresolved issues or those involving policy violations. Requesting reassignment avoids the problem. Complaining to others is unprofessional and creates a toxic work environment.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,"A patient with a flail chest and pneumothorax has been intubated and a chest tube was inserted. The patient quickly develops subcutaneous air in his arms, neck, and face. This presentation is consistent with",a tracheobronchial injury.,a ruptured diaphragm.,pneumomediastinum.,tension pneumothorax.,,,,C,"Subcutaneous emphysema (air under the skin) that rapidly spreads to the neck, face, and arms indicates that air has tracked into the mediastinum (pneumomediastinum) and then into subcutaneous tissues. This can occur due to alveolar rupture from high pressures (e.g., with flail chest/ventilation) or from an airway injury. While a tracheobronchial injury can cause pneumomediastinum, the described spread is classic for subcutaneous emphysema from pneumomediastinum. Tension pneumothorax causes unilateral findings and hemodynamic compromise. Ruptured diaphragm causes abdominal contents in the chest.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"A patient with an acute myocardial infarction is treated with a fibrinolytic (thrombolytic) agent. Six hours later, the patient has a sudden severe headache above the left eye. The MOST likely cause of the headache is",a stroke.,sinusitis.,a brain tumor.,a nitroglycerin infusion.,,,,A,"A sudden, severe headache after fibrinolytic therapy is a major red flag for intracranial hemorrhage, a known and serious complication of thrombolytics. This is a neurologic emergency. While nitroglycerin can cause headaches, they are usually diffuse and not sudden/severe. Sinusitis and brain tumor headaches are not typically acute onset in this context.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,A patient presents 2 hours post-envenomation by a pit viper with edema to the extremity. The nurse should anticipate,clonus.,agitation.,coagulopathy.,hypertension.,,,,C,"Pit viper (e.g., rattlesnake) venom contains hemotoxic and cytotoxic components. Local edema is common. Systemic effects can include coagulopathy (due to fibrinolysis and thrombocytopenia), which is a major concern. Anticipating coagulopathy is crucial for monitoring (e.g., PT/PTT, platelets) and potential antivenom administration. Agitation and hypertension are less specific. Clonus is not a typical finding.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,Which of the following findings on a diagnostic thoracentesis is considered positive for an empyema?,purulent fluid,excessive fluid,lymphatic fluid,hemorrhagic fluid,,,,A,"An empyema is an infection in the pleural space, defined by the presence of pus (purulent fluid). While excessive fluid (pleural effusion) may be present, it is not diagnostic of infection. Hemorrhagic fluid suggests trauma or malignancy. Lymphatic fluid (chyle) suggests thoracic duct injury.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,Which of the following serum electrolyte levels is elevated in acidosis?,K⁺,Ca²⁺,Mg²⁺,Na⁺,,,,A,"In acidosis (especially metabolic acidosis), hydrogen ions (H+) move into cells in exchange for potassium ions (K+), leading to hyperkalemia (elevated serum K+). This is a critical electrolyte disturbance to recognize. Calcium, magnesium, and sodium levels are not directly elevated in this consistent manner by acidosis.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,Which of the following patients is at HIGHEST risk for developing a pulmonary embolism?,24-year-old who had knee surgery 24 hours ago,47-year-old who had a mitral valve replacement 3 weeks ago,30-year-old who is as 37 weeks' gestation and is on bedrest,58-year-old with atrial fibrillation who is taking an anticoagulant,,,,C,"This patient combines multiple high-risk factors for venous thromboembolism (VTE) and PE: pregnancy (increased clotting factors, venous stasis), late trimester (highest risk), and bedrest (immobility). While post-op patients are at risk, the 24-hour mark is very early. Post-cardiac surgery patients are at risk, but 3 weeks out is less acute. A patient with atrial fibrillation on anticoagulants is protected from clot formation related to the arrhythmia.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,"A patient presents with decreased level of consciousness, constricted pupils, and depressed respirations. The patient's symptoms are MOST suggestive of",narcotic intoxication.,phenobarbital overdose.,lithium toxicity.,alcohol poisoning.,,,,A,"The classic triad of opioid/narcotic overdose is: CNS depression (decreased LOC), respiratory depression, and pinpoint pupils (miosis). Phenobarbital and alcohol cause CNS/respiratory depression but typically cause normal or dilated pupils. Lithium toxicity presents with neurological symptoms (tremor, ataxia, confusion), GI distress, and normal pupils.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,"A patient experiences numbness and decreased range of motion to their hands after hitting their head diving off a riverbank. Cervical spine radiographs are unremarkable. [Note: The prompt seems to ask for the nurse's action, though no direct question stem appears on the provided text. Based on the list, the likely choices for a question about next steps are:]",assessing for early signs of Guillain-Barré syndrome.,immediately removing the cervical collar.,repeat cervical spine films.,maintaining cervical spine precautions.,,,,D,"With a mechanism of injury (diving) and neurological symptoms (numbness, decreased ROM in hands), cervical spine injury must be presumed until definitively ruled out. Normal initial radiographs do not rule out ligamentous injury or spinal cord injury without radiographic abnormality (SCIWORA). Cervical spine precautions (collar, immobilization) must be maintained pending further evaluation (e.g., CT, MRI, or clinical clearance). Removing the collar based on normal X-rays is unsafe.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,A patient with an automated implantable cardioverter-defibrillator (AICD/ICD) suddenly becomes unresponsive and pulseless. The cardiac monitor shows ventricular tachycardia. Which of the following should the nurse do FIRST?,Wait up to 2 minutes for the AICD/ICD to terminate the rhythm.,Immediately defibrillate the patient.,Start rescue breathing and chest compressions.,Perform synchronized cardioversion.,,,,B,"In a pulseless patient with ventricular tachycardia (VT), this is cardiac arrest (pulseless VT). The AICD is designed to treat hemodynamically stable VT. In cardiac arrest, Basic Life Support (BLS) and Advanced Cardiac Life Support (ACLS) protocols take precedence. The FIRST action for pulseless VT is immediate defibrillation. Do not wait for the AICD to fire. Start CPR if a defibrillator is not immediately available. Synchronized cardioversion is for unstable patients with a pulse.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"After 30 seconds of adequate assisted ventilation of a 19-day old neonate, the nurse notes the heart rate is 58 beats/min. The nurse should NEXT",warm the neonate.,administer atropine.,gently stimulate the neonate.,initiate CPR.,,,,D,"According to neonatal resuscitation guidelines, if the heart rate remains below 60 bpm after 30 seconds of adequate positive-pressure ventilation, the next step is to initiate chest compressions. This is a critical threshold. Warming and stimulation are earlier steps. Atropine is not part of neonatal bradycardia/arrest algorithms.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,An increase in the hemoglobin level and hematocrit of a severely burned patient may indicate,hemodilution.,infection.,electrolyte imbalance.,dehydration.,,,,D,"In burn patients, massive fluid shifts occur. An increase in hemoglobin and hematocrit indicates hemoconcentration, which is a sign of intravascular volume depletion (dehydration) due to fluid loss into the interstitial space (third spacing). Hemodilution would show decreased values. Infection and electrolyte imbalance do not directly cause hemoconcentration in this way.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,A patient with a history of IV drug abuse presents with a fever and malaise. Assessment findings include the presence of a cardiac murmur and splinter hemorrhages in the nailbeds. A nurse should suspect,decompensated heart failure.,acute myocardial infarction.,bacterial endocarditis.,mitral valve stenosis.,,,,C,"This is a classic presentation of infective endocarditis (IE) in an IV drug user: fever, malaise (systemic infection), new or changing cardiac murmur (valvular damage), and peripheral embolic phenomena like splinter hemorrhages (tiny bleeds under nails). Mitral stenosis is a structural problem but doesn't explain the fever and emboli. MI and heart failure are not the primary suspicions given the full constellation of symptoms.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,A 3-year-old child is diagnosed with meningitis. An increase in which of the following would be MOST indicative of a worsening condition?,irritability,white blood cell count,area of the rash,temperature,,,,C,"In meningitis, a spreading purpuric or petechial rash, especially one that is rapid and extensive, is a hallmark of worsening septicemia, often associated with meningococcal disease. This is a medical emergency indicating possible progression to septic shock and DIC. While irritability, fever, and an elevated WBC are concerning, the expansion of a hemorrhagic rash is a more specific and visual sign of deteriorating systemic infection.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"Following facial laceration repair, discharge teaching should include instructing patients to apply",a steroidal ointment daily.,sunblock to the affected areas for a minimum of 6 months.,ice to the wounds daily for 10 days.,povidone-iodine (Betadine) solution.,,,,B,"To minimize scarring and hyperpigmentation, especially on the face, patients should be instructed to apply sunblock (SPF 30 or higher) to the healed wound area for at least 6 months to a year. New skin is very sensitive to UV rays. Steroidal ointments are not routinely used. Ice is for initial edema control. Povidone-iodine can be irritating and is not for routine wound care after repair.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,A patient presents with a unilateral pronator drift. This condition is indicative of,dysarthria.,cerebellar ataxia.,vertigo.,cerebral ischemia.,,,,D,"Pronator drift is a classic sign of upper motor neuron weakness (e.g., from a stroke or other cerebral lesion). When a patient holds both arms outstretched with palms up and one arm pronates (turns inward) and drifts downward, it indicates contralateral cerebral hemisphere dysfunction, often from ischemia. It is a sensitive early sign of a stroke. It is not specific to cerebellar issues, vertigo, or speech problems.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,Which of the following findings would MOST likely be exhibited by a patient with an acute surgical abdomen and peritonitis?,vomiting before development of pain,increased pain with movement,constipation,hematemesis,,,,B,"Peritonitis is inflammation of the peritoneal lining. A key sign is rebound tenderness and guarding, but also characteristic is pain that is exacerbated by any movement (including coughing, walking) or palpation, as this agitates the inflamed peritoneum. Vomiting often follows pain onset. Constipation or diarrhea can occur. Hematemesis is more specific for upper GI bleeding.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,A patient who has a history of migraines comes to the emergency department with a severe headache. Which of the following statements by the patient would be of greatest concern to a nurse?,I'm so shaky and irritable.',I've never had a headache like this before.',I'm seeing flashing lights.',I've been vomiting for the last 4 hours.',,,,B,"In a patient with a history of migraines, a headache that is qualitatively different ('the worst headache of my life' or 'never had one like this before') is a major red flag for a more serious cause, such as subarachnoid hemorrhage, meningitis, or tumor. Visual auras (flashing lights) and vomiting are common in migraines. Irritability can also occur. The change in pattern is the critical finding.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,Pregnancy after sexual assault may be prevented by,IV antibiotics.,douche solutions.,a spermicide.,progestin.,,,,D,"Emergency contraception is a critical component of post-sexual assault care. Progestin-only emergency contraceptive pills (like levonorgestrel) are highly effective at preventing pregnancy if taken within 72-120 hours. Douching is ineffective and not recommended. Spermicide alone is not reliable post-assault. Antibiotics are for STI prophylaxis, not contraception.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,Which of the following symptoms is MOST characteristic of a patient exhibiting psychotic behavior?,obsessive compulsive actions,negative self-concept,failure to cope,disorganized thinking,,,,D,"Psychosis is characterized by a loss of contact with reality. The hallmark positive symptoms include hallucinations, delusions, and disorganized thinking (evidenced by incoherent speech, tangentiality, etc.). Obsessive actions are more characteristic of anxiety disorders. Negative self-concept and failure to cope are broad psychological issues, not specific to psychosis.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,Which of the following is the PRIORITY assessment for a patient presenting with a forearm laceration?,vaccination history,mechanism of injury,neurovascular status,baseline functional status,,,,C,"For any extremity injury, the priority assessment is neurovascular status (the '5 Ps': pain, pallor, pulselessness, paresthesia, paralysis) distal to the injury. This determines if there is immediate vascular or nerve compromise requiring emergency intervention. Mechanism of injury is important for understanding contamination and force. Vaccination history (tetanus) and baseline function are secondary after ensuring limb viability.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,Which of the following symptoms may be exhibited by a patient with diabetes mellitus with a blood glucose level of 40 mg/dL?,slurred speech,Kussmaul respirations,heart rate of 50 beats/min,acetone breath,,,,A,"A blood glucose of 40 mg/dL indicates severe hypoglycemia. Neuroglycopenic symptoms include slurred speech, confusion, seizures, and loss of consciousness. Kussmaul respirations (deep, rapid breathing) and acetone breath are signs of diabetic ketoacidosis (hyperglycemia). Bradycardia is not typical; tachycardia and diaphoresis are more common autonomic symptoms of hypoglycemia.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"When caring for a patient with a steam inhalation injury, a nurse should immediately",provide an analgesic for pain.,prepare for endotracheal intubation.,establish IV access.,obtain an order for a chest radiograph.,,,,B,Steam inhalation carries a high risk of upper airway edema and thermal injury to the mucosa. This swelling can progress rapidly and cause complete airway obstruction. The nurse's immediate priority is to anticipate and prepare for prophylactic or early endotracheal intubation to secure the airway before it becomes impossible. IV access and pain management are important but secondary to airway. A chest X-ray may be done but is not the immediate action.,Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,"A woman who is 33 weeks pregnant is brought to the emergency department after being in a motor vehicle crash. While being evaluated for cervical spine injury, the patient remains immobilized with a wedge placed under the right side of the long board. The purpose of this position is to",reduce maternal discomfort.,decrease the risk of uterine contraction.,increase maternal cardiac output.,improve maternal ventilation.,,,,C,"In a pregnant patient beyond 20 weeks, the gravid uterus can compress the inferior vena cava when the patient is supine, reducing venous return and causing supine hypotensive syndrome. Placing a wedge (or manually displacing the uterus) under the right hip tilts the patient, shifting the uterus off the vena cava, which improves venous return and increases cardiac output. This is a critical step in trauma resuscitation of a pregnant patient.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,"A patient presents with pain in the left orbit, rhinorrhea, and nasal congestion. Which of the following actions would be a PRIORITY for the nurse to take?",Applying high flow oxygen.,Placing the patient on BIPAP.,Administering fluticasone nasal spray (Flonase).,Administering mannitol (Osmitrol).,,,,A,"This cluster of symptoms (unilateral orbital pain, rhinorrhea, congestion) is highly suggestive of sinusitis or a potential complication like orbital cellulitis. However, the question's structure implies a priority action. In an emergency context, the nurse's first action is always to assess and manage the ABCs (Airway, Breathing, Circulation). Applying oxygen would be a priority if there are any signs of respiratory distress or hypoxia, which can occur with severe infection or if the airway is compromised. The other options are specific treatments that require an order and are not the universal first nursing action.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,"A coworker has had increased call-outs, withdrawal, and verbal outbursts. The nurse should recognize that the coworker may be experiencing",burnout.,denial.,depression.,anxiety.,,,,A,"Burnout is a syndrome of emotional exhaustion, depersonalization, and reduced personal accomplishment often caused by chronic workplace stress. The symptoms described (absenteeism, social withdrawal, irritability/outbursts) are classic indicators of job burnout. While depression and anxiety can co-exist, the pattern is specifically aligned with occupational burnout. Denial is a defense mechanism, not a syndrome.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,A child is suspected to have epiglottitis. A nurse should,collect a throat culture.,obtain a rectal temperature.,place the patient in a position of comfort.,establish IV access.,,,,C,"In suspected epiglottitis, the priority is to keep the child calm and avoid any procedures that may cause agitation, crying, or struggling, as this can precipitate complete airway obstruction. The child should be allowed to remain in a position of comfort (often sitting up, leaning forward). Throat examination or culture is contraindicated. IV access and other interventions should be deferred until the airway is secured in a controlled setting (e.g., OR).",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,"A 2-year-old patient who experiences difficulty breathing, restlessness, and a barking cough MOST likely has a history that includes",a high grade fever and a complaint of a sore throat for the past 24 hours.,a low grade fever and cold symptoms for several days.,chronic tonsillitis with frequent exacerbation.,previous episodes of allergic reactions.,,,,B,"This describes croup (laryngotracheobronchitis), which is typically viral (often parainfluenza). It presents with a barking cough, stridor, and respiratory distress, usually preceded by 1-3 days of low-grade fever and mild upper respiratory infection (URI) symptoms. Epiglottitis (option A) presents with high fever, toxic appearance, and drooling, not a barking cough. Tonsillitis doesn't cause a barky cough. Allergic reactions cause different symptoms (wheezing, urticaria).",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,"When caring for a patient with traumatic brain injury, a nurse should optimize cerebral perfusion and prevent secondary brain injury by:","positioning the head in a neutral, midline position.",hyperventilating to obtain a PaCO₂ of 50 mm Hg.,maintaining an hourly urine output of 5-10 mL/kg.,administering IV dextrose 50% bolus and infusion.,,,,A,"For traumatic brain injury (TBI), maintaining adequate cerebral perfusion pressure (CPP) is critical. Elevating the head of the bed 30 degrees and keeping the head in a neutral, midline position promotes venous drainage from the brain, reducing intracranial pressure (ICP). Hyperventilation (lowering PaCO2) is used only transiently for signs of herniation, not routinely, and a PaCO2 of 50 would be too high (hypoventilation). Urine output targets are lower. Dextrose 50% is hypertonic and not a standard TBI measure; hyperglycemia can worsen outcomes.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Sample Questions​,,A patient presents to the emergency department complaining of a gradual onset of sharp scrotal pain associated with erythema and swelling. The patient rates his pain as 6 out of 10 and states the pain is made worse with heavy lifting. The nurse notes a 'duck waddle' gait and slight fever. A nurse should suspect,inguinal hernia.,testicular torsion.,urinary calculus.,epididymitis.,,,,D,"Epididymitis typically presents with gradual onset of scrotal pain, swelling, erythema, and fever. The pain may be relieved by scrotal elevation (Prehn's sign) and is often exacerbated by physical activity. The 'duck waddle' gait is an attempt to minimize friction and pain. Testicular torsion is sudden, severe, and requires immediate surgery; it often lacks fever. A hernia causes a bulge, not primarily scrotal swelling. Urinary calculus pain radiates to the groin but doesn't cause significant scrotal swelling/erythema.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Practice Questions​,,"A patient presents with history of fever, weight loss, and a persistent cough for the past week. The nurse should IMMEDIATELY",place the patient on airborne precautions.,collecting blood cultures.,order a chest x-ray.,administer antibiotics and fluids.,,,,A,"The combination of fever, weight loss, and persistent cough is highly suggestive of tuberculosis (TB) until proven otherwise. To protect staff and other patients, the nurse's immediate action should be to place the patient on airborne precautions (negative pressure room, N95 respirator). This is an infection control priority. Diagnostic tests (CXR, cultures) and treatment follow. Antibiotics should not be given before appropriate diagnostics for TB.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Exam Questions,,Which of the following needs to be performed on the patient prior to drawing an arterial blood gas?,deep tendon reflex assessment,Allen test,pulse oximetry,capillary refill time,,,,B,"Before performing an arterial puncture (like for an ABG), the Allen test should be performed to assess collateral circulation (ulnar artery patency) in the hand. This ensures that if the radial artery is injured or thrombosed, the hand will still have blood supply via the ulnar artery. It is a safety measure. The other assessments are not specific prerequisites for an ABG.",Regular,,,
Certified Emergency Nurse,Certified Emergency Nurse Practice Exam,,"An adolescent who has experienced extreme weight loss and depression is brought to the emergency department after verbalizing suicidal thoughts. The patient states, 'I'm so fat. I just don't care about anything else.' Which of the following psychological conditions is of PRIMARY concern in this patient?",depression,eating disorder,Identity disturbance,suicidal ideation,,,,D,"In emergency triage and assessment, the condition posing the most immediate threat to life takes priority. The patient has verbalized suicidal thoughts, indicating active suicidal ideation, which is a psychiatric emergency requiring immediate intervention to ensure safety. While depression and an eating disorder are significant concerns, the acute risk of self-harm is the primary focus. Identity disturbance is less acute.",Regular,,,
