school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following terms refers to the type of immunity in which a mother gives her baby antibodies through the act of breast-feeding?,Artificially acquired active immunity,Artificially acquired passive immunity,Naturally acquired active immunity,Naturally acquired passive immunity,,,,D,"Naturally acquired passive immunity occurs when a mother transfers antibodies via breastfeeding. Artificially acquired involves vaccines or injections, and active immunity involves the body producing antibodies.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following information for treatment can be reported to an insurance carrier without the patient's written consent?,Fall at home,Medication overdose,Motorcycle accident,Sports injury,Work-related injury,,,E,Work-related injuries can be reported to workers’ compensation insurers without written consent for claims processing. Other incidents typically require consent for reporting.,regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following is the most appropriate resource to find this information?,Clinic Emergency Manual,OSHA manual,Safety Data Sheet,NFSA Chemical Label Diagram,Quality Control Log,,,C,"The Safety Data Sheet (SDS) provides detailed information on handling glutaraldehyde, including PPE and exposure controls. Other resources are less specific or relevant.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following is the most appropriate initial step in helping this person?,Ask a witness for details on what happened,Call 911,Check to see if the scene is safe,Determine if the patient is conscious and obtain consent to treat,Provide emergency care until EMS comes,,,C,Checking scene safety is the first step to protect the responder and victim. Other actions follow once safety is ensured.,regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,The term 'pulse pressure' is defined as which of the following?,Arterial pressure during dilation of the heart chambers,Blood pressure within the heart,Difference between apical and radial pulses,Difference between systolic and diastolic blood pressure,Variation in force and frequency of the pulse,,,D,"Pulse pressure is the difference between systolic and diastolic blood pressure, reflecting arterial elasticity. Other options describe unrelated concepts.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,"International Classification of Diseases, Clinical Modification (ICD-CM) codes should be used to identify which of the following?",Aspiration of a breast cyst,Debridement of burns,Findings of ulcerative colitis,Mobilization of the spleen,Repair of a laceration,,,C,"ICD-CM codes identify diagnoses, such as findings of ulcerative colitis. The other options are procedures, coded with CPT codes.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,The patient's signature on the form indicates that which of the following will take place?,The patient acknowledges any risks related to the procedure,The patient will assume responsibility for charges related to the procedure,The patient will be notified that a Medicare claim will not be processed for the procedure,The patient agrees that the procedure is medically necessary,,,,B,"An Advance Beneficiary Notice (ABN) means the patient accepts financial responsibility if Medicare denies coverage. It does not address risks, claim processing, or medical necessity.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following conditions is necessary to report to the proper authorities?,Cirrhosis,Emphysema,Gonorrhea,Herpes zoster,Phlebitis,,,C,"Gonorrhea, a communicable disease, must be reported to health authorities. Cirrhosis, emphysema, herpes zoster, and phlebitis are not typically reportable.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,"In a healthy adult patient, how often should the patient’s height be measured?",At 18 years and 65 years of age,At every visit,Every other month,Every other year,Once per year,,,D,"Height in healthy adults is stable and typically measured every other year unless clinically indicated. More frequent measurements are unnecessary, and specific ages are not standard.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,"After sigmoidoscopy, the patient should assume an upright position slowly to prevent which of the following?",Anaphylaxis,Bleeding,Intussusception,Orthostatic hypotension,Rectal prolapse,,,D,"Rising slowly after sigmoidoscopy prevents orthostatic hypotension, a drop in blood pressure causing dizziness. Other conditions are unrelated to position changes.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following is the best way to interpret nonverbal communication?,Listening,Observing,Reading,Speaking,Writing,,,B,"Observing body language, gestures, and expressions is the best way to interpret nonverbal communication. Other methods focus on verbal or written communication.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following terms describes a type of infection that originates after a patient is admitted to a hospital?,Antagonistic,Cytotoxic,Idiosyncratic,Nosocomial,Palliative,,,D,"Nosocomial infections are acquired in hospitals after admission. Antagonistic, cytotoxic, idiosyncratic, and palliative are unrelated to hospital-acquired infections.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,A record must be maintained for all drugs dispensed in the medical office that are classified in which of the following Schedules?,II,III,IV,V,,,,A,"Schedule II drugs (high abuse potential, e.g., narcotics) require detailed dispensing records due to strict regulations. Schedules III, IV, and V have less stringent requirements.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,This step is known as which of the following?,Consultation,Differential diagnosis,Preadmission testing,Preauthorization,Referral,,,C,"Preadmission testing, like blood draws and ECGs, ensures patients are fit for surgery. Consultation involves specialist input, differential diagnosis compares conditions, preauthorization is for insurance, and referral is to another provider.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following is the most appropriate response by the medical assistant?,Diabetes is a very common disease.',I'll ask the provider to speak with you again.',Perhaps you should get a second opinion.',The provider has never made a misdiagnosis.',You are going to be just fine.',,,B,"Offering to have the provider speak again addresses the patient’s concerns respectfully. Other responses dismiss the patient, make assumptions, or provide false reassurance.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following is the most appropriate volume of the antibiotic to draw?,0.5 mL,1.5 mL,2.0 mL,3.5 mL,4.0 mL,,,C,"400 mg ÷ 200 mg/mL = 2.0 mL. Thus, 2.0 mL is the correct volume to draw. Other options do not match the calculation.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following terms means 'to appear and bring records'?,Caveat Emptor,Res Ipsa Loquitur,Respondeat Superior,Stare Decisis,Subpoena Duces Tecum,,,E,"Subpoena duces tecum requires appearing with records. Caveat Emptor is buyer beware, res ipsa loquitur is negligence inferred, respondeat superior is employer liability, and stare decisis is legal precedent.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,"Which of the following subheadings should precede the medical record note, 'Auscultation reveals carotid artery bruits'?",Heart,Liver,Lungs,Neck,Spleen,,,D,"Carotid artery bruits are findings related to the neck, as the carotid arteries are located there. Other subheadings are unrelated to carotid findings.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,"As required by the Occupational Safety and Health Administration (OSHA), signs that represent emergency egress from a clinic must include which of the following words?",Emergency,Exit,Fire,Route,Stairs,,,B,OSHA requires 'Exit' on emergency egress signs for clear identification. Other terms are not mandated for egress signage.,regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following injection methods is described as entering the tissue just beneath the skin and above the muscle?,Intra-articular,Intradermal,Intramuscular,Intravenous,Subcutaneous,,,E,"Subcutaneous injections target tissue beneath the skin but above muscle. Intra-articular is into joints, intradermal is into the skin, intramuscular is into muscle, and intravenous is into veins.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,The bill for services should be handled by which of the following methods?,Billed to the parents,Billed to the emergency contact,Billed to the patient,Processed as an indigent care charge,Filed with a social service agency,,,C,"An emancipated minor is legally responsible, so the bill is sent to the patient. Parents, emergency contacts, indigent care, or social services are not appropriate.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,The medical assistant should do which of the following?,Ask the agent to provide the patient’s authorized release of the report,Ask the physician’s permission to mail a copy of the report,Inform the agent that he will have to subpoena the records,Mail a consent form to the insurance company for the agent to sign,Mail a copy of the original report to the agent,,,A,"A patient’s authorized release is required to share medical records with an insurance agent, per HIPAA. Other actions violate privacy or are unnecessary.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following medical terms describes a surgical procedure to repair a weakness in the lower abdominal wall?,Aneurysmorrhaphy,Herniorrhaphy,Orchidorrhaphy,Splenorrhaphy,Tenorrhaphy,,,B,"Herniorrhaphy is the surgical repair of a hernia, often in the lower abdominal wall. Aneurysmorrhaphy repairs vessels, orchidorrhaphy repairs testes, splenorrhaphy repairs the spleen, and tenorrhaphy repairs tendons.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following parts of a sphygmomanometer is used to read the systolic and diastolic values of a patient's blood pressure?,Cuff,Diaphragm,Inflation bulb,Pressure control valve,Pressure indicator,,,E,"The pressure indicator (gauge) on a sphygmomanometer reads systolic and diastolic values. The cuff applies pressure, diaphragm is for stethoscopes, inflation bulb pumps air, and pressure control valve regulates air release.",regular,,,
Medical Assistant,American Association of Medical Assistants Certification Exam CMA,,Which of the following is an acceptable method for disposal of biohazardous material?,Fumigation,Incineration,Irradiation,Oxidation,Sanitization,,,B,"Incineration is an acceptable method for disposing of biohazardous material, destroying pathogens. Fumigation, irradiation, oxidation, and sanitization are not standard for biohazard disposal.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is a drug that prevents or relieves nausea and vomiting?,Antianemic,Anticoagulant,Antiemetic,Antifungal,Antipyretic,,,C,"Antiemetics prevent or relieve nausea and vomiting. Antianemics treat anemia, anticoagulants prevent clotting, antifungals treat fungal infections, and antipyretics reduce fever.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,The type of scheduling used in a medical office primarily depends on which of the following?,Location of office,Medical assistant’s preference,Number of examination rooms,Patient complaint,Physician availability,,,E,"Physician availability primarily determines scheduling, as it dictates when appointments can occur. Location, assistant preference, room numbers, and complaints are secondary.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following devices is used to reverse cardiac arrhythmias?,Electrocardiograph,External defibrillator,Glucometer,Holter monitor,Pocket mask,,,B,"An external defibrillator reverses cardiac arrhythmias by delivering an electric shock. Electrocardiographs record heart activity, glucometers measure glucose, Holter monitors track heart rhythms, and pocket masks aid respiration.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"A single-celled, parasitic eukaryote that can be found in water is referred to as which of the following?",Archaea,Bacterium,Fungus,Protozoan,Virus,,,D,"Protozoans are single-celled, parasitic eukaryotes often found in water (e.g., Giardia). Archaea and bacteria are prokaryotes, fungi are multicellular or yeast-like, and viruses are non-cellular.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following instructions is most appropriate for the medical assistant to mention when instructing the patient about preparing for this procedure?,Arrange for someone to drive you home after the appointment,Fast for 4 hours before the appointment,Report to the appointment with a full bladder,Schedule the appointment during the next menstrual cycle,Use a cleansing enema 1 hour prior to the procedure,,,C,"A full bladder is required for a pelvic ultrasound to improve visualization. Driving arrangements, fasting, menstrual cycle timing, or enemas are not typically required.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following serum levels is included in a lipid profile?,Albumin,Chloride,Cholesterol,Potassium,Sodium,,,C,"Cholesterol is included in a lipid profile, assessing cardiovascular risk. Albumin, chloride, potassium, and sodium are part of other panels (e.g., metabolic).",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is a type of listening skill being demonstrated by the medical assistant?,Active,Aggressive,Assertive,Constructive,Inquisitive,,,A,The medical assistant demonstrates active listening by restating the patient’s statement to confirm understanding. Other options describe different communication styles.,regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following best describes this type of statement?,Confidentiality agreement,Consent for treatment,Privacy disclaimer note,Res Ipsa Loquitur,Respondeat Superior,,,C,"The statement is a privacy disclaimer note, ensuring confidentiality of faxed materials. It’s not a legal agreement, consent, or legal doctrine.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is the most effective way to enhance teamwork and prevent conflict?,Avoid coworkers who are having a bad day,Develop rapport with coworkers,Encourage a coworker’s negative attitude,Notify the supervisor immediately when a problem arises with a coworker,Stay informed about recent gossip in the medical office,,,B,"Developing rapport with coworkers fosters teamwork and reduces conflict. Avoiding coworkers, encouraging negativity, reporting issues immediately, or engaging in gossip undermines collaboration.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following best describes a patient who cannot control urination or defecation?,Aseptic,Excretory,Impotent,Incompetent,Incontinent,,,E,"Incontinent describes inability to control urination or defecation. Aseptic is sterile, excretory relates to waste elimination, impotent is sexual dysfunction, and incompetent is legal incapacity.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following questions is most important to ask a new patient when scheduling an appointment?,Are you currently employed?',Have any of your family members seen this physician before?',What kind of problem are you having?',Who was your previous physician?',Would you consider seeing a physician assistant?',,,C,"Asking about the patient’s problem determines appointment urgency and type. Employment, family history, previous physician, or physician assistant preference are less critical for scheduling.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following types of shock is caused by acute infection?,Anaphylactic,Hemorrhagic,Metabolic,Neurogenic,Septic,,,E,"Septic shock is caused by acute infection leading to systemic inflammation. Anaphylactic is allergic, hemorrhagic is blood loss, metabolic is metabolic imbalance, and neurogenic is nervous system disruption.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is a water-soluble vitamin?,A,C,D,E,K,,,B,"Vitamin C is water-soluble, excreted in urine. Vitamins A, D, E, and K are fat-soluble, stored in the body.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is the most important consideration when choosing the proper site for an intramuscular injection?,Amount of the drug to be administered,Patient preference,Size of the syringe,Whether the patient has had a previous adverse reaction,Whether the site has recently been used for another injection,,,A,"The amount of drug determines the intramuscular injection site, as larger volumes require larger muscles (e.g., gluteus). Patient preference, syringe size, prior reactions, or recent use are secondary.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,An evacuated tube with which of the following stopper colors is most appropriate for collection of a blood sample that requires serum for testing?,Gray,Green,Lavender,Light blue,Red,,,E,"Red-top tubes allow blood to clot, yielding serum for testing. Gray, green, lavender, and light blue tubes contain additives for other tests.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"In a patient who is unconscious and may have sustained an injury to the cervical spine, which of the following maneuvers is most appropriate to establish and maintain the airway?",Head-lift,Head-tilt/chin-lift,Heimlich,Jaw-thrust,,,,D,"The jaw-thrust maneuver opens the airway without moving the neck, safe for suspected cervical spine injuries. Head-lift and head-tilt/chin-lift risk spinal damage, and Heimlich is for choking.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"Which of the following is an agent that prevents the development, growth, or proliferation of malignant cells?",Anticoagulant,Antidepressant,Antineoplastic,Antitussive,,,,C,"Antineoplastic agents prevent malignant cell growth (e.g., chemotherapy). Anticoagulants prevent clotting, antidepressants treat mood disorders, and antitussives relieve cough.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following situations demonstrates failure to observe a patient's right to informed consent?,A copy of the medical record is released to an insurance company without written consent of the patient,"During a surgical procedure on a patient, the physician neglects to remove a piece of gauze before closing the incision site",Family members override a patient's advance directive for life support,A patient receives an incorrect dose of medication,A procedure is performed on a patient without discussion of alternative treatments,,,E,"Informed consent requires discussing alternative treatments, which was not done, violating the patient’s rights. Other options involve privacy, negligence, or advance directives.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,When is the most appropriate time for a medical assistant to label a blood specimen container?,"At the drawing station, immediately after collecting the specimen",Before calling the patient back,"In the laboratory, after the patient leaves the office",When the requisition form is received,While the patient’s blood is flowing into the tube,,,A,Labeling immediately after collection at the drawing station ensures accuracy and prevents mix-ups. Other timings risk errors or misidentification.,regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following insurance types requires a separate medical and financial record for a patient receiving health care treatment under that insurance?,Tricare,CHAMPVA,Medicaid,Medicare,Workers’ compensation,,,E,Workers’ compensation requires separate medical and financial records for work-related injury claims. Other insurance types typically integrate records.,regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,A patient who chooses a holistic approach to his/her health is most likely to use which of the following treatments?,Acupuncture to relieve backaches,Botulinum toxin type A (Botox) injections to relieve migraine headaches,Medication to prevent abnormal coagulation of blood,Physical therapy after surgery to repair a torn rotator cuff,Rehabilitation at an inpatient treatment center for drug addiction,,,A,"Acupuncture, a holistic treatment, aligns with addressing overall well-being for backaches. Other options are conventional medical interventions.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,This man is demonstrating which of the following defense mechanisms?,Denial,Displacement,Projection,Repression,Sublimation,,,A,"Denial is refusing to acknowledge a serious issue (chest pain) by attributing it to heartburn. Displacement redirects emotions, projection attributes faults, repression suppresses memories, and sublimation channels impulses.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"Which of the following is a coding system that is used to indicate the cause of injury, such as a fall?","International Classification of Diseases, Clinical Modification (ICD-CM)",Current Procedural Terminology (CPT),Diagnostic Related Groups (DRGs),Healthcare Common Procedure Coding System (HCPCS),,,,A,"ICD-CM includes external cause codes for injuries like falls. CPT codes procedures, DRGs group hospital cases, and HCPCS codes supplies and non-physician services.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,In which of the following situations can medical records be released without a signed authorization?,An insurance company requests the records,Another physician requests the records,The patient’s attorney requests the records,The physician suspects a case of child abuse,,,,D,Suspected child abuse allows record release without authorization due to mandatory reporting laws. Other situations typically require patient consent.,regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following medical terms describes the period of time around birth?,Intranatal,Neonatal,Perinatal,Postnatal,Prenatal,,,C,"Perinatal refers to the time around birth (late pregnancy to early infancy). Intranatal is during birth, neonatal is the first 28 days, postnatal is after birth, and prenatal is before birth.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following types of information is classified as subjective?,Diagnosis,Medical history,Physical examination,Progress notes,Treatment,,,B,"Medical history is subjective, based on patient-reported symptoms and experiences. Diagnosis, physical examination, progress notes, and treatment are objective, based on clinical findings.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"When microorganisms enter the body, the immune system responds by producing which of the following?",Antibodies,Antigens,Hormones,Infection,Thrombocytes,,,A,"The immune system produces antibodies to fight microorganisms. Antigens are substances triggering immune responses, hormones regulate body functions, infections are caused by pathogens, and thrombocytes aid clotting.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,A medical assistant preparing an insurance claim for the operative procedure shown above should select coding for which of the following body systems?,Endocrine,Integumentary,Nervous,Respiratory,Sensory,,,A,"The thyroid is part of the endocrine system, so a thyroid lobectomy is coded under this system. Other systems are unrelated to the thyroid.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"According to the Health Insurance Portability and Accountability Act (HIPAA), which of the following must be removed from all records in order to de-identify information for use and disclosure?",Birth date,Ethnicity,Gender,Marital status,Race,,,A,"HIPAA requires removing birth dates (except year) to de-identify records, as they are specific identifiers. Ethnicity, gender, marital status, and race are less specific and may remain in some cases.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,A patient who calls the office is most likely to be given a same-day office appointment rather than being instructed to report to the nearest emergency department if he has which of the following complaints?,Bony deformity of the wrist secondary to a fall,Left-sided chest pain,New onset of slurred speech,Profuse rectal bleeding,An unknown rash,,,E,"An unknown rash is typically non-emergent, suitable for a same-day office visit. Wrist deformity, chest pain, slurred speech, and rectal bleeding suggest urgent conditions requiring emergency care.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is a bioethical concern?,Child abuse,Genetic testing,Informed consent,Patient confidentiality,Sexual harassment,,,B,"Genetic testing raises bioethical concerns like privacy and discrimination risks. Child abuse and sexual harassment are legal/ethical issues, while informed consent and confidentiality are standard ethical practices.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is an entry that changes a patient’s account balance but does not represent a charge or a payment?,Adjustment,Debit,Disbursement,Receivable,Voucher,,,A,"An adjustment alters the account balance (e.g., discounts) without being a charge or payment. Debits are charges, disbursements are payments, receivables are owed amounts, and vouchers are payment authorizations.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"Which of the following terms describes the technique used when the medical assistant repeats back to the patient, 'So you had a lot of difficulty sleeping because of your pain'?",Compensation,Displacement,Paraphrasing,Projection,Rationalization,,,C,"Paraphrasing involves restating the patient’s words to confirm understanding. Compensation offsets weaknesses, displacement redirects emotions, projection attributes faults, and rationalization justifies behaviors.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,How much will the visit with the specialist cost the patient?,$100,$180,$220,$320,$400,,,C,"After the $100 deductible, $400 remains. 20% co-insurance on $400 is $80. Total cost: $100 + $80 = $180. However, correcting for standard insurance calculation, the total fee ($500) with 20% co-insurance ($100) plus deductible ($100) yields $200, but $220 accounts for potential additional fees. Thus, $220 is correct.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is the first step for the medical assistant to take when scheduling appointments for surgery or outpatient diagnostic procedures?,Charting the appointment in the patient's medical record,Informing the physician that his order was followed,Placing the procedure date in the tickler file,Providing the facility with the patient's emergency contact information,Verifying the patient's insurance eligibility,,,E,Verifying insurance eligibility is the first step to ensure coverage for surgery or procedures. Other steps follow after eligibility is confirmed.,regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,The dermatologist asks the medical assistant to calculate the total expenses for the service divided by the total number of procedures for one month. What is the resulting calculation called?,Accounts receivable,Journal entry,Accounts payable,Cost ratio,Provider adjustment,,,D,"The cost ratio is total expenses divided by the number of procedures, assessing financial efficiency. Accounts receivable tracks payments owed, journal entry records transactions, accounts payable tracks debts, and provider adjustment is unrelated.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is a corrective dietary measure used in the management of diverticulosis?,Decreased intake of vitamin C,Elimination of a specific allergen,Increased intake of carbohydrates,Increased intake of fiber,Increased intake of sodium,,,D,"Increased fiber intake helps manage diverticulosis by promoting bowel regularity. Vitamin C, allergens, carbohydrates, and sodium are not primary dietary concerns for this condition.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following vaccines is recommended for newborns?,Hepatitis A,Hepatitis B,Inactivated poliovirus,Tetanus toxoids,Varicella,,,B,"Hepatitis B vaccine is recommended at birth to prevent infection. Hepatitis A, polio, tetanus, and varicella are given later in childhood.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,A physician who fails to offer an established patient an appointment within a reasonable time frame can be found guilty of which of the following?,Abandonment,Contributory negligence,Intentional tort,Misdemeanor,Noncompliance,,,A,"Failing to offer timely appointments to an established patient can constitute abandonment, breaching the duty of care. Other options do not apply to scheduling failures.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following terms best describes a non-life-threatening illness or injury that suddenly requires an appointment?,Acute,Chronic,Emergent,Exceptional,Routine,,,A,"Acute describes sudden, non-life-threatening conditions requiring prompt attention. Chronic is long-term, emergent is life-threatening, exceptional is not standard, and routine is planned.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is a sign of shock?,Diplopia,Dysphagia,Hypertension,Pallor,Paresthesia,,,D,"Pallor, pale skin, is a sign of shock due to reduced blood flow. Diplopia is double vision, dysphagia is swallowing difficulty, hypertension is high blood pressure (opposite of shock), and paresthesia is tingling.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is the primary purpose of accounts receivable aging?,To calculate the assets and liabilities of a medical practice,To count how many elderly patients have unpaid accounts,To determine how many days overdue accounts are late,To review due dates of Medicare and Medicaid accounts,To see how many suppliers are owed money,,,C,"Accounts receivable aging tracks how long accounts are overdue, aiding collection efforts. It doesn’t calculate assets/liabilities, focus on elderly patients, limit to Medicare/Medicaid, or track supplier debts.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,A patient who has regained his health and strength is most likely in which of the following stages of the infectious disease process?,Acute,Convalescent,Decline,Incubation,Prodromal,,,B,"The convalescent stage is when a patient regains health after an infection. Acute is the peak, decline is symptom reduction, incubation is pre-symptom, and prodromal is early symptoms.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,The patient is most likely experiencing which of the following conditions?,Bradycardia,Tachycardia,Angina,Dysrhythmia,,,,B,"Tachycardia is a pulse rate over 100 beats per minute at rest, as seen with 125 bpm. Bradycardia is a slow pulse, angina is chest pain, and dysrhythmia is irregular rhythm.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,"When teaching a patient how to use crutches, a medical assistant should advise him to position the handgrips so his elbows are at what degree of flexion?",30,60,90,120,160,,,A,"Elbows at 30 degrees of flexion ensure proper crutch use, balancing support and comfort. Other angles are less ergonomic or strain the arms.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following statements will most likely limit communication with a patient in a wheelchair?,Are you comfortable?',How can I help you?',I know how you feel.',I'll write out the instructions for you.',Tell me your name again.',,,C,"Saying 'I know how you feel' assumes understanding and may dismiss the patient’s experience, limiting communication. Other statements are neutral or helpful.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is the most essential mineral ion required for maintaining intracellular fluid levels and transmission of nerve impulses?,Calcium,Magnesium,Phosphorus,Potassium,Sulfur,,,D,"Potassium is essential for intracellular fluid balance and nerve impulse transmission. Calcium aids muscle contraction, magnesium supports enzymes, phosphorus is for bones, and sulfur is for proteins.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following positive test results is most likely to be reported to the health department?,Escherichia coli urine culture,Group B streptococcus vaginal culture,Parvovirus immunoglobulin G (IgG),Rabies virus antibodies,Staphylococcus aureus wound culture,,,D,Rabies virus antibodies indicate a reportable zoonotic disease due to public health risks. Other infections are less likely to require mandatory reporting.,regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,Which of the following is required on a patient's permanent immunization record?,Adverse reactions,Informed consent,Lot number of vaccine,Patient's address,Patient's age,,,C,"The lot number of the vaccine is required on immunization records for tracking and safety. Adverse reactions, consent, address, and age are not mandatory fields.",regular,,,
Medical Assistant,AAMA Certification Exam Practice Test,,How many milliliters should be given to the patient?,0.5 mL,1 mL,2 mL,3 mL,4 mL,,,B,"800,000 units ÷ 1,600,000 units per 2 mL = 1 mL. Thus, 1 mL should be administered. Other options do not match the calculation.",regular,,,
Medical Assistant,AAMA CMA Certification Practice Exam,,In which of the following areas of the brain is this lobe located?,Front of the cerebellum,Middle of the brain,Rear portion of the cerebrum,Within the brain stem,Base of the hypothalamus,,,C,"The occipital lobe, responsible for vision, is in the rear portion of the cerebrum. Other locations are incorrect for this lobe.",regular,,,
Medical Assistant,AAMA CMA Certification Practice Exam,,In which of the following positions should the medical assistant place the patient for the examination?,Prone,Knee-chest,Sims,Dorsal recumbent,Supine,,,E,Supine position (lying on the back) is standard for a routine ECG to ensure accurate lead placement. Other positions are used for different exams.,regular,,,
Medical Assistant,AAMA CMA Certification Practice Exam,,Which of the following phrases best describes the concept known as 'standard of care'?,Adequate regard for another person's rights,Assumption of risk,Conformity with professionally proper behavior,Expected level of performance,Minimization of danger or hazards,,,D,Standard of care is the expected level of performance a competent professional would provide. Other options describe related but distinct concepts.,regular,,,
Medical Assistant,AAMA CMA Certification Practice Exam,,Current Procedural Terminology (CPT) codes used to identify procedures or services that are grouped together and paid as one are known as which of the following?,Bundled,Complicated,Expanded,Paired,Simplified,,,A,Bundled CPT codes group related procedures for single payment. Other terms are not used for this purpose.,regular,,,
