school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Nurse Aide,Certified Nurse Aide Practice Test,,"When giving a complete bed bath to a client, the nurse aide SHOULD:",keep the client covered as much as possible,avoid washing the client's perineal area to prevent embarrassment,position self on the dominant side of the bed and stay there,use the same water throughout the bath to shorten the length of the task,,,,A,"Keeping the client covered preserves dignity and warmth. Perineal washing is essential for hygiene, moving around the bed ensures thorough care, and changing water prevents bacterial spread.",Regular,,,
Nurse Aide,Certified Nurse Aide Practice Test,,"If the nurse aide thinks a client is choking, the FIRST thing the nurse aide should do is:",get the nurse in charge,try to remove the food from the client's mouth,ask if the client can speak,perform the Heimlich maneuver (abdominal thrusts),,,,C,"Asking if the client can speak determines if the airway is blocked. If they can speak, they may clear it; if not, immediate action like abdominal thrusts is needed. Removing food blindly or getting the nurse delays critical intervention.",Regular,,,
Nurse Aide,Certified Nurse Aide Practice Test,,A difficult client yells for help immediately after the nurse aide leaves the room. How SHOULD the nurse aide respond?,"Enter the client's room, and ask what the client needs",Answer another client's call signal,Ignore the client unless the call signal is used,"Tell the client to stop yelling, and ignore any questions",,,,A,Entering and asking what the client needs shows responsiveness and de-escalates distress. Prioritizing another client or ignoring the yell neglects potential urgent needs. Scolding damages trust.,Regular,,,
Nurse Aide,Certified Nurse Aide Practice Test,,A new nurse aide asks another nurse aide about the importance of the care plan. The nurse aide SHOULD tell the new nurse aide that:,following the care plan is very important,nurse aides are not involved in the care plan,the care plan is the same every day,the care plan does not work well,,,,A,"The care plan guides safe, individualized care, ensuring consistency and compliance. Nurse aides implement it, it changes with client needs, and dismissing it is unprofessional.",Regular,,,
Nurse Aide,Certified Nurse Aide Practice Test,,A new nurse aide asks another nurse aide about the importance of the care plan. The nurse aide SHOULD tell the new nurse aide that:,following the care plan is very important,nurse aides are not involved in the care plan,the care plan is the same every day,the care plan does not work well,,,,A,"The care plan guides safe, individualized care, ensuring consistency and compliance. Nurse aides implement it, it changes with client needs, and dismissing it is unprofessional.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"client on intake and output eats 1/2 cup of mashed potatoes, 4 ounces of cranberry juice, 7 ounces of milk, and a hot roast beef sandwich. What is the client's FLUID intake?",120 mL,280 mL,330 mL,450 mL,,,,C,Only liquids count for fluid intake: 4 oz cranberry juice (120 mL) + 7 oz milk (210 mL) = 330 mL. Mashed potatoes and sandwiches are solids and excluded.,Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"To prevent the spread of infection, the nurse aide SHOULD:",take extra linen into a client's room,keep equipment on the bed,place linen on the floor,wash hands before and after each task,,,,D,"Hand hygiene before and after tasks is the most effective way to prevent pathogen transmission. Extra linen, equipment on beds, or linen on the floor risks contamination.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide is caring for clients who are using bedpans. When will the nurse aide clean the bedpans?,After every use,Once per shift,Every 4 hours,After meals are finished,,,,A,Cleaning bedpans after every use prevents pathogen spread and maintains hygiene. Delayed cleaning increases infection risk.,Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"A client states, ""This splint feels different today."" What should the nurse aide do FIRST?",Reposition the splint,Notify the nurse of the statement,Document the statement in notes,Report the statement to the next nurse aide,,,,B,"Notifying the nurse about a change in splint feel ensures clinical evaluation for issues like swelling or improper fit. Repositioning risks harm, documentation follows reporting, and delaying to the next aide is unsafe.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide is helping the nurse during group activity therapy for clients with dementia. This type of therapy provides clients an opportunity to:,avoid conversation,exercise their minds,spend time alone,remain in their room,,,,B,"Group therapy stimulates cognitive function and social interaction in dementia clients, helping slow cognitive decline. Avoiding conversation, isolation, or staying in rooms contradicts its purpose.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide demonstrates good listening skills by:,continuing to perform oral care,waiting for clients to express thoughts,interrupting clients when they ask questions,showing frustration toward clients during activities of daily living,,,,B,"Waiting for clients to express thoughts shows respect and active listening, fostering trust. Continuing tasks, interrupting, or showing frustration undermines communication.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A client may be dehydrated due to:,a lack of activity,inadequate fluid intake,excessive food ingestion,a salt-free diet,,,,B,"Inadequate fluid intake directly causes dehydration, especially in those with reduced thirst or swallowing issues. Inactivity, excessive food, or salt-free diets do not directly cause dehydration.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When the nurse aide is completing a task that requires gloves, the proper procedure for replacing a client's call light before leaving the room is to:",remove the gloves and wash hands before placing the call light within the client's reach,"clean, dry, and store equipment, and then place the call light within the client's reach",place the call light within the client's reach as soon as the task is completed,"adjust the client's bed to the low position, remove the gloves, and place the call light within the client's reach",,,,A,Removing gloves and washing hands before handling the call light prevents pathogen transfer from contaminated gloves. Other options risk contamination or delay infection control.,Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When removing a client's anti-embolism stockings, the nurse aide should report to the nurse IMMEDIATELY if the nurse aide observes that the client's toes are:",cold,blue,wrinkled,curled,,,,B,"Blue toes indicate cyanosis, signaling poor oxygenation or circulation, requiring urgent evaluation. Cold toes are less urgent, wrinkled skin is normal, and curled toes are not emergent.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide is working with a client who is on a bowel retraining program. Which of the following interventions will assist the client to have regular bowel movements?,Restricting the client's fluid intake,Encouraging the client to follow a high-fiber diet,Staying with the client during elimination,Advising the client to reduce activity level,,,,B,"A high-fiber diet promotes regular, soft bowel movements. Restricting fluids or activity worsens constipation, and staying with the client supports emotionally but not physiologically.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following is appropriate when communicating with a hearing-impaired client?,Stand beside the client with hand on shoulder,Raise voice to a higher pitch,Exaggerate lip movements,Face the client when speaking,,,,D,"Facing the client aids speechreading and comprehension. Standing beside removes visual cues, high pitch distorts speech, and exaggerated lip movements hinder lipreading.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A client asks the nurse aide how the pressure injury on the heel will be treated. The nurse aide SHOULD tell the client:,not to worry about the pressure injury,the nurse will discuss with the client the treatment plan,there is no special care for the pressure injury,a dressing will be placed on the client's foot,,,,B,"Redirecting to the nurse ensures accurate treatment information. Dismissing concerns, denying special care, or assuming dressings without confirmation risks misinformation.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When plugging in a client's electric bed, the nurse aide receives a shock. The nurse aide SHOULD:",continue to clean the bed,check the plug and try again,leave a note for maintenance,report the incident to the nurse,,,,D,"Reporting a shock ensures the bed is taken out of service and repaired, preventing further risk. Continuing to use, retrying, or leaving a note delays safety measures.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When giving care for a client who is confused and disoriented, the nurse aide SHOULD:",explain care and talk with the client,encourage the confused behavior of the client,complete care as quickly as possible,give detailed instructions,,,,A,"Explaining care calmly reduces anxiety and builds trust. Encouraging confusion is unsafe, rushing care increases agitation, and detailed instructions overwhelm the client.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,What is the proper direction for washing a client's eyes?,Outer side to inner side,Inner side to outer side,Eyebrow to cheekbone,Cheekbone to eyebrow,,,,B,"Washing from inner to outer side prevents debris from entering the nasolacrimal duct, reducing infection risk. Other directions risk contamination or miss critical areas.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following is a sign that a client is having difficulty swallowing?,Increased appetite,Occasional coughing,Frequent coughing,Requests for textured foods,,,,C,"Frequent coughing during meals indicates dysphagia, as food may enter the airway. Increased appetite, occasional coughing, or textured food requests are not direct signs.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A client offers a favorite nurse aide a valuable necklace. The nurse aide SHOULD:,accept the gift and thank the client,refuse the gift and thank the client,tell the nurse before accepting the gift,accept the gift and thank the family,,,,B,"Refusing a valuable gift maintains professional boundaries and prevents exploitation. Accepting or consulting the nurse implies acceptance, violating ethical standards.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following requires a primary health care provider's order?,Wheelchair cushion,Afternoon snack,Restraints,Hand roll,,,,C,"Restraints require a provider’s order due to legal and safety implications. Cushions, snacks, and hand rolls are routine care measures not typically needing specific orders.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,How can a nurse aide get an answer from a client who is unable to speak because of a recent stroke?,Insist that the client try to talk and communicate,Ask the client to write or use gestures,Tell the client to use sign language,Wait for the family to visit,,,,B,"Using writing or gestures enables communication for clients with aphasia. Insisting on speech causes frustration, sign language assumes prior knowledge, and waiting for family delays care.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following BEST describes guidelines for reporting by the nurse aide?,Report changes in a client that a coworker is caring for,Report all normal findings immediately,Report before leaving the unit for breaks and at the end of the shift,Report after leaving the unit and after the end of the shift,,,,C,"Reporting before breaks and shift end ensures continuity of care. Reporting coworker’s clients is secondary, normal findings are not urgent, and delaying reports is unsafe.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide SHOULD respect clients of different cultures by:,encouraging spirituality,being nonjudgmental,questioning the client's family,reacting to the client's language,,,,B,"Being nonjudgmental honors cultural differences without imposing personal values. Encouraging spirituality may intrude, questioning family is not inherently respectful, and reacting to language risks offense.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"After moving a client with an indwelling urethral catheter, the nurse aide should first check that the catheter tubing is NOT:",dirty,wet,kinked,showing,,,,C,"A kinked catheter obstructs urine flow, risking bladder or kidney issues. Checking for kinks ensures patency. Dirtiness, wetness, or visibility are secondary concerns.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A client's care plan encourages fluids. The nurse aide SHOULD:,limit the variety of fluids,remove the water pitcher,offer fluids between meals,provide room temperature fluids,,,,C,"Offering fluids between meals increases intake without affecting appetite. Limiting variety or removing pitchers reduces access, and temperature is individual preference.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide is caring for a group of clients with dementia. The nurse aide understands that these clients are at high risk for accidents because:,they are well aware of dangerous situations,their cognitive abilities still allow them to sense danger,their judgment is completely intact,"they may access closets, cupboards, or other unsafe areas",,,,D,"Dementia impairs judgment, increasing risk of wandering into unsafe areas. Clients are not reliably aware of danger, and their cognitive abilities and judgment are diminished.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,What are common signs and symptoms in a client with lice?,Pain and blisters,Rash and itching,Sores and headache,Cyanosis and dizziness,,,,B,"Lice cause itching and rash from scratching. Pain, blisters, sores, headaches, cyanosis, or dizziness are not typical symptoms.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,How SHOULD a nurse aide protect a client who wanders?,Place the client in bed,Apply a restraint to the client,Confine the client to an activity room,Allow the client to walk within a secure area,,,,D,"Allowing walking in a secure area supports autonomy and safety. Bed confinement or restraints increase agitation, and activity rooms may not be secure.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide SHOULD make clients' beds without wrinkles in the sheets to prevent:,pressure ulcers,contractures,fractures,cyanosis,,,,A,"Wrinkled sheets cause pressure and friction, increasing pressure ulcer risk. Contractures, fractures, and cyanosis are unrelated to bedding.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which elimination option should be offered to a client who can walk only a short distance?,Disposable briefs,Urinal,Bedpan,Bedside commode,,,,D,"A bedside commode supports limited mobility, promoting dignity and safety. Briefs are for incontinence, urinals are for urination only, and bedpans require staying in bed.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A client asks the nurse aide about the use of assistive devices. What SHOULD the nurse aide tell the client?,Assistive devices are difficult to use,All clients use at least 1 assistive device,Assistive devices are used only once daily,Assistive devices will help maintain the client's independence,,,,D,"Assistive devices promote independence and safety. They are not inherently difficult, not all clients need them, and use is not limited to once daily.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When ambulating a client with a walker, it is important to make sure the client understands the instructions given by the therapist. What is a way to have the client show understanding of how to use the walker?",Performing a return demonstration to show knowledge,Repeating the same questions many times,Asking the client to watch the video again,Watching the client doing the action in the old way,,,,A,"A return demonstration confirms safe walker use. Repeating questions, rewatching videos, or using old methods does not ensure practical understanding.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A client with diabetes has long toenails that are chipped and broken. The nurse aide SHOULD:,get the client a pair of scissors and tell the client to trim the client's own nails,soak the client's feet in warm water and cut the client's nails straight across,report the need for nail care to a supervisor,ask the client's family to take care of the client's nails,,,,C,"Diabetic nail care requires trained professionals due to infection risks. Nurse aides should not cut nails or delegate to clients or family, but report to a supervisor.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following items is disposable?,Paper gown,Electric razor,Commode,Bedsheet,,,,A,"Paper gowns are single-use to prevent contamination. Razors, commodes, and bedsheets are reusable with proper cleaning.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,How SHOULD a nurse aide respond if a client does not hear or does not understand something the nurse aide says?,Speak more quickly,Whisper the words,Face the client and speak clearly,Face the client and speak loudly,,,,C,"Facing the client and speaking clearly aids comprehension, especially for hearing-impaired clients. Quick speech, whispering, or loudness reduces clarity.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When emptying an ostomy device, the nurse aide SHOULD:",tape the ostomy device securely to the skin,observe the output,change the pouch each time,ensure the client is wearing tight clothing,,,,B,"Observing output provides data on hydration or complications. Taping is for application, changing pouches every time is wasteful, and tight clothing risks dislodging the pouch.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When providing postmortem care to a client, the nurse aide SHOULD:",maintain dignity and respect,place the client in the prone position,apply deodorant to the body,open the client's mouth,,,,A,"Maintaining dignity includes gentle handling and following cultural preferences. Prone positioning, deodorant, or opening the mouth are not standard practices.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"A client with terminal cancer tells the nurse aide, ""I am going to die soon."" The nurse aide SHOULD:",tell the client not to think about it,encourage the client to discuss personal feelings,discourage the client from talking about death,tell the client to talk to the family,,,,B,"Encouraging expression of feelings validates the client’s experience and provides comfort. Dismissing, discouraging, or redirecting to family avoids emotional support.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When shampooing a client's hair, the nurse aide SHOULD take special care to keep the shampoo away from the client's:",ears,eyes,hands,cheeks,,,,B,"Shampoo can irritate or damage eyes, requiring protection like tilting the head or shielding. Ears, hands, and cheeks are less sensitive and lower priority.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When transferring a client from the bed to a chair, it is necessary for the nurse aide to:",know the abilities of the client,decide how long to keep the client up,have extra help available,clear the room of all visitors,,,,A,"Knowing the client’s abilities ensures safe transfer methods. Duration, extra help, or visitor clearance depends on assessment but is not the primary necessity.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,What would be the BEST equipment for a nurse aide to use when assisting a client with ostomy care?,A urinal,A bedpan,A specimen cup,A bedside commode,,,,C,"A specimen cup is the most appropriate equipment for ostomy care, as it is used to collect and dispose of output from the ostomy pouch, ensuring proper hygiene and accurate monitoring of the output. Urinals are for urinary collection, bedpans are for bowel movements in bed, and bedside commodes are for toileting, none of which are suitable for ostomy care.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A sputum specimen is from the:,bowel,bladder,lungs,skin,,,,C,"A sputum specimen consists of mucus or phlegm coughed up from the lungs, typically collected for diagnostic testing to assess respiratory conditions. It does not originate from the bowel, bladder, or skin, which are unrelated to respiratory secretions.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following is an example of a delegated task that a nurse aide might be asked to perform?,Update a client's family on the client's condition,Get the vital signs from a client who feels ill,Work with a client on swallowing exercises immediately after a stroke,Remove from a client an indwelling urinary catheter that is leaking,,,,B,"Taking vital signs, such as temperature, pulse, and respiration, is a common delegated task within a nurse aide's scope of practice. Updating a client's family, performing specialized swallowing exercises, or removing an indwelling catheter are tasks typically reserved for licensed professionals like nurses or therapists due to their complexity and risk.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"To prevent the spread of infection, the nurse aide SHOULD:",practice standard precautions,wear gloves for all client care,follow confidentiality regulations,strictly follow clients' rights,,,,A,"Practicing standard precautions, such as hand hygiene, using gloves when needed, and proper disposal of contaminated items, is the most effective way to prevent infection spread. Wearing gloves for all care is unnecessary and wasteful, while confidentiality and clients' rights, though important, do not directly address infection control.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When cleansing the perineum of a client, the nurse aide SHOULD wash and dry from the:",side of a thigh to the side of the other thigh,genital to the rectal area,buttocks to the abdomen,rectal to the genital area,,,,B,"Washing from the genital to the rectal area (front to back) prevents the spread of bacteria from the anal area to the cleaner genital area, reducing the risk of urinary tract infections. Other methods risk contamination or are not standard practice.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following tasks is carried out by the nurse aide?,Assigning care of clients to other nurse aides,Preparing care plans,Drawing blood for laboratory tests,"Taking temperature, pulse, and respiration",,,,D,"Taking temperature, pulse, and respiration is a routine task within a nurse aide's scope of practice. Assigning care, preparing care plans, and drawing blood are responsibilities of licensed professionals, such as nurses or phlebotomists.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,"When the nurse aide is caring for a client, it is important to:",do everything for the client,complete tasks as quickly as possible,tell the client how it must be done,encourage the client to be independent,,,,D,"Encouraging client independence promotes dignity, autonomy, and physical function, aligning with person-centered care principles. Doing everything for the client, rushing tasks, or dictating actions undermines the client's self-esteem and recovery.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,A nurse aide is caring for a client who cannot verbally communicate. The nurse aide SHOULD report:,no difficulty when the client gets out of bed,that the client grimaces upon getting up,that the client is participating in activities,a happy expression on the client's face,,,,B,"Grimacing upon getting up may indicate pain or discomfort, a significant observation that requires reporting to the nurse for further assessment. Normal or positive behaviors, like no difficulty or happiness, do not typically require immediate reporting.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,The nurse aide SHOULD know that fecal impaction:,occurs when constipation is not relieved,is comfortable for a client,leads to soft stool,is identified by administering an enema,,,,A,"Fecal impaction occurs when constipation is not relieved, causing hardened stool to accumulate in the rectum, potentially leading to complications. It is uncomfortable, does not result in soft stool, and while an enema may help relieve it, it is not the primary method of identification.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following is an example of client neglect?,Treating the client like a child,Removing the client from an activity,Standing over the client when feeding,Leaving the client in wet clothes,,,,D,"Leaving a client in wet clothes is neglect, as it compromises hygiene, comfort, and skin integrity, potentially causing infections or pressure ulcers. Other options may be inappropriate but do not meet the definition of neglect.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,Which of the following is a client advocate who acts on behalf of long-term care facility clients?,A Dietitian,B Ombudsman,C Physician,D Clergyman,,,,B,"An ombudsman is a designated advocate for long-term care clients, addressing complaints and protecting their rights. Dietitians, physicians, and clergymen focus on nutrition, medical care, and spiritual support, respectively, not advocacy.",Regular,,,
Nurse Aide,Nurse Aide Practice Test Questions,,What is the appropriate temperature for a tub bath?,105°F to 110°F,120°F to 125°F,115°F to 130°F,95°F to 100°F,,,,A,"A tub bath temperature of 105°F to 110°F is safe and comfortable, preventing burns or chilling. Higher temperatures risk scalding, and lower temperatures may be too cold for comfort.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,What is an appropriate alternative to using a restraint?,Keeping a client in bed,Placing a client in a chair with a tray,Using a bed alarm,Locking the wheelchair,,,,C,"A bed alarm alerts staff to client movement, promoting safety without restricting freedom. Keeping a client in bed, using a tray, or locking a wheelchair are forms of restraint, which should be avoided unless necessary.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Clients who are NPO need mouth care:,after every meal,at least every 2 hours,once per day,at least twice per day,,,,B,"NPO (nothing by mouth) clients require mouth care at least every 2 hours to prevent dryness, infections, and discomfort, as they cannot eat or drink to maintain oral hygiene.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A set of principles relating to what is morally right or wrong is known as:,torts,ethics,contracts,clients' rights,,,,B,"Ethics are principles guiding moral behavior, informing professional conduct. Torts are legal wrongs, contracts are agreements, and clients' rights are specific entitlements, none of which fully define moral principles.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A client on a full liquid diet may have:,coffee with cream,oatmeal,vegetable beef soup,toast,,,,A,"A full liquid diet includes clear and opaque liquids like coffee with cream. Oatmeal, vegetable beef soup, and toast contain solids and are not permitted on this diet.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A client in a long-term care facility refuses to take a shower in the morning and prefers to shower in the evening. The nurse aide SHOULD:,follow the request under the client's right to personal choice,deny the request because evenings are too busy for staff,convince the client that it is too cold at night for evening showers,contact the family and report the client's behavior,,,,A,"Respecting the client's preference for evening showers honors their right to personal choice, a key principle in client-centered care, unless it conflicts with medical or safety needs.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The MOST important person to consider in developing a care plan is the:,primary health care provider,nurse,client,social worker,,,,C,"The client is the central focus of a care plan, ensuring it reflects their needs, preferences, and goals, promoting personalized and effective care.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"To promote sleep, the nurse aide SHOULD:",reposition the client every hour,disrupt the client's bedtime routine,have the client void before bedtime,encourage the client to drink a caffeinated beverage,,,,C,"Having the client void before bedtime minimizes nighttime disruptions, promoting restful sleep. Repositioning too frequently, disrupting routines, or offering caffeine can hinder sleep.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"To protect a client from harm, the nurse aide must understand the legal limits of the nurse aide's role including which actions are allowed and which ones are not. This is called:",nurse aide job description,nurse aide task,Omnibus Budget Reconciliation Act,scope of practice,,,,D,"Scope of practice defines the legal boundaries of a nurse aide's responsibilities, ensuring they perform only authorized tasks to protect client safety.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide is caring for a client who is receiving oxygen when a fire breaks out in the room. What SHOULD the nurse aide do?,Close the door of the room,Call for help and put the fire out,Open the window in that room,Turn off the oxygen and remove the client,,,,D,Turning off the oxygen (which fuels fires) and removing the client from danger is the priority in a fire emergency to ensure safety.,Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Clients can be separated by force from others when:,They are an immediate threat to others,The facility is short staffed,The facility requests it,The nurse aide feels it is needed,,,,A,"Separation by force is only permissible when a client poses an immediate threat to others, ensuring safety while respecting client rights and legal standards.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"On the way to take a break, the nurse aide answers a client’s call light. The nurse aide finds that the client has been incontinent of urine. The nurse aide SHOULD:",Tell the client that the nurse aide will return after break,Ask the nurse in charge to change the client’s linen,Place a pad over the wet linen,Stop and care for the client’s needs,,,,D,"Addressing incontinence immediately ensures client comfort, hygiene, and skin integrity, taking precedence over personal breaks.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide will FIRST respond to a client who is:,Wanting to go to the toilet,Sitting quietly with blue lips,Coughing with a reddish face,Attempting to stand from a wheelchair,,,,B,"Blue lips (cyanosis) indicate a critical lack of oxygen, requiring immediate attention over other non-emergent needs.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,What should a nurse aide avoid using when a client is receiving oxygen via nasal cannula?,Electric razor,Battery radio,Telephone,Cotton blanket,,,,A,"Electric razors can produce sparks, posing a fire hazard near oxygen. Battery radios, telephones, and cotton blankets are safe in this context.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide has been delegated the perineal care of a client. Which of the following steps SHOULD the nurse aide include in this procedure?,Provide for the client’s privacy,Wash from the dirty area to the clean area,Use cold water,Allow the area to air-dry,,,,A,"Providing privacy during perineal care respects client dignity and comfort. Washing from clean to dirty, using warm water, and patting dry are standard practices.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"When lifting a heavy object, how SHOULD a nurse aide’s feet be positioned?",Close together,Shoulder-width,Left foot forward,Right foot forward,,,,B,"A shoulder-width stance provides a stable base, reducing the risk of injury when lifting heavy objects.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A client has been instructed in the use of the signaling device. What is the BEST way for the nurse aide to check that the client can use the signaling device?,Have the client demonstrate the use of the signaling device,Wait a couple of days to see if the client uses the signaling device,Ask the client when the client should use the signaling device,Ask the client’s roommate if the client knows how to use the signaling device,,,,A,"Having the client demonstrate the signaling device confirms their ability to use it effectively, ensuring safety and communication.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"When assisting a client with bathing, it is MOST important for the nurse aide to:",Complete the bath according to the facility’s schedule,Encourage the client to do as much as possible while setting the pace,"Give the client a bed bath, which is quicker for the nurse aide",Have the client be bathed by the shower team in order to efficiently use personnel,,,,B,Encouraging the client to participate in bathing promotes independence and dignity while allowing the nurse aide to guide the process safely.,Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"A client has weakness on 1 side and uses a cane. When assisting the client to ambulate, the nurse aide SHOULD:",Stand on the weak side slightly behind the client,Stand on the strong side slightly behind the client,Tell the client to hold the cane on the weak side,Tell the client to move the strong leg first,,,,B,"Standing on the strong side provides support and balance, as the client relies on their stronger side and cane (held on the weak side) for stability.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Nurse aides are assigned to the task of:,Changing sterile dressings.,Inserting and removing tubes.,Prescribing medication to clients.,Helping clients with toileting needs.,,,,D,"Assisting with toileting is a standard nurse aide task. Changing sterile dressings, inserting tubes, and prescribing medications are reserved for licensed professionals.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"To collect a specimen from a client, the nurse aide must remember to:",Use standard (universal) precautions at all times.,Keep the specimen in the bathroom until it is sent to the lab.,Collect all specimens before bedtime.,Notify the client of test results as soon as possible.,,,,A,"Using standard precautions during specimen collection prevents infection transmission. Storing specimens improperly, timing collections, or notifying results are not nurse aide responsibilities.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"If a client who is usually on 2 L/min of oxygen complains of feeling short of breath, the nurse aide SHOULD:",Lower the head of the bed.,Sit down to reassure the client.,Turn the oxygen up to 4 L/min.,Tell the nurse immediately.,,,,D,"Shortness of breath is a critical symptom requiring immediate reporting to the nurse for assessment, as nurse aides cannot adjust oxygen levels.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"When a client is unable to speak, the nurse aide SHOULD:",Provide the client with paper and a pen.,Encourage the client to watch more television.,Visit the client less often than other clients.,Make sure the client has a roommate.,,,,A,"Providing paper and a pen enables non-verbal clients to communicate needs, promoting interaction and care quality.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"While a client who has had a stroke is in bed, the call light should be placed on the client’s:",Affected side.,Strong side.,Bedside table.,Wall hook.,,,,B,"Placing the call light on the strong side ensures the client can access it, as the affected side may be weak or paralyzed.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,What kind of environment is BEST for a client with Alzheimer disease?,Frequently changing.,Busy with lots of activity.,Warm in temperature.,Calm and quiet.,,,,D,"A calm and quiet environment minimizes confusion and agitation for clients with Alzheimer's, supporting their cognitive needs.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A client has a collection of small statues all over a semiprivate room. The nurse aide SHOULD:,Tell the client that the client cannot keep so much clutter in the room.,Ask the family to take them home.,Assist the client in arranging them within the space.,Tell the client’s roommate to complain.,,,,C,"Assisting with arranging statues respects the client's personal belongings while ensuring a safe, organized environment.",Regular,,,
